epoch,year,population,food,bushes,avg_speed,avg_vision,avg_reproduction,max_generation,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
342,17.33,27,22,122,154.59,157.11,397.13,5,17.33,1.98,0,0,21,14,3,591
343,17.38,27,27,121,154.59,157.11,397.13,5,17.38,1.99,0,0,15,9,0,600
344,17.43,28,17,124,154.22,157.74,396.86,5,17.43,2.00,1,0,28,12,4,608
345,17.48,28,24,126,154.22,157.74,396.86,5,17.48,2.00,0,0,23,12,5,615
346,17.53,28,20,126,154.22,157.74,396.86,5,17.53,1.99,0,0,28,13,5,623
347,17.58,28,24,123,154.22,157.74,396.86,5,17.58,1.99,0,0,19,10,1,632
348,17.63,27,27,127,154.13,157.36,396.46,5,17.63,1.96,0,1,15,9,7,598
349,17.68,27,33,129,154.13,157.36,396.46,5,17.68,2.00,0,0,22,7,3,602
350,17.73,27,25,127,154.13,157.36,396.46,5,17.73,1.98,0,0,30,13,4,611
351,17.78,27,24,128,154.13,157.36,396.46,5,17.78,2.00,0,0,15,4,3,612
352,17.83,30,23,126,153.53,155.21,396.76,5,17.83,1.98,3,0,27,14,2,624
353,17.88,35,23,127,153.10,157.18,395.95,6,17.88,1.97,5,0,33,16,5,635
354,17.93,39,16,131,152.58,156.94,395.92,6,17.93,2.00,4,0,36,17,6,646
355,17.99,40,10,131,153.32,156.43,396.09,6,17.99,1.96,2,1,27,14,3,624
356,18.04,42,14,133,153.37,156.34,395.68,6,18.04,1.98,2,0,27,11,3,632
357,18.09,41,18,134,153.27,156.25,395.92,6,18.09,1.99,0,1,19,11,6,592
358,18.14,45,21,135,154.15,155.89,396.37,6,18.14,1.99,4,0,23,11,4,599
359,18.19,47,24,136,153.96,155.24,395.66,6,18.19,1.97,2,0,25,15,3,611
360,18.24,49,18,137,154.03,155.42,395.62,6,18.24,1.99,2,0,36,12,3,620
361,18.29,49,17,136,154.03,155.42,395.62,6,18.29,1.97,0,0,31,11,3,628
362,18.34,51,24,140,153.39,154.86,395.58,6,18.34,1.98,2,0,27,9,7,630
363,18.39,54,18,138,152.70,155.71,395.62,6,18.39,1.97,4,1,27,13,5,632
364,18.44,59,18,137,153.16,156.38,396.36,6,18.44,2.00,5,0,31,14,3,643
365,18.49,61,17,143,153.54,157.10,397.22,6,18.49,1.98,4,2,43,26,8,567
366,18.54,67,16,146,153.59,157.20,397.59,6,18.54,1.96,6,0,30,13,5,575
367,18.59,66,12,150,153.70,156.52,397.31,6,18.59,1.97,1,2,25,10,6,569
368,18.65,69,13,155,153.95,156.56,397.46,6,18.65,1.96,3,0,41,17,9,577
369,18.70,70,6,160,153.77,156.61,397.57,6,18.70,1.99,2,1,41,19,7,586
370,18.75,70,11,160,153.77,156.61,397.57,6,18.75,1.98,0,0,30,16,2,600
371,18.80,74,13,160,154.34,157.28,397.33,6,18.80,1.97,4,0,27,15,5,610
372,18.85,79,10,165,154.61,156.32,396.48,7,18.85,1.99,5,0,47,24,6,628
373,18.90,78,12,167,154.22,155.89,396.56,7,18.90,1.99,1,2,36,16,7,633
374,18.96,83,8,168,154.27,155.63,397.18,7,18.96,1.98,6,1,41,24,6,646
375,19.01,83,12,174,154.27,155.63,397.18,7,19.01,2.00,0,0,32,22,8,660
376,19.06,85,14,180,155.14,156.01,397.06,7,19.06,1.93,4,2,39,22,11,625
377,19.11,89,11,186,154.61,155.68,397.66,7,19.11,1.98,4,0,44,21,6,640
378,19.16,92,16,193,154.63,155.18,398.04,8,19.16,1.99,4,1,38,21,9,646
379,19.21,94,12,196,154.41,154.90,397.98,8,19.21,2.00,2,0,51,23,11,658
380,19.27,97,15,203,154.94,155.17,397.80,8,19.27,1.99,3,0,46,26,8,676
381,19.32,103,19,217,154.24,155.13,398.20,8,19.32,2.00,8,2,52,31,16,659
382,19.37,105,13,227,154.45,154.82,398.01,8,9.97,1.98,6,4,53,22,12,581
383,19.42,109,20,237,153.94,155.22,397.87,8,10.02,1.98,6,2,52,22,14,588
384,19.47,118,18,244,154.14,155.19,397.78,8,10.07,1.99,10,1,57,26,10,592
385,19.52,120,13,245,154.26,155.42,397.60,8,10.13,2.00,3,1,49,31,7,614
386,19.58,123,12,254,154.33,155.30,397.80,8,10.18,1.98,3,0,58,29,11,632
387,19.63,125,19,265,154.76,155.41,398.32,8,10.23,1.99,4,2,79,37,18,643
388,19.68,128,22,274,154.61,154.91,398.39,8,10.28,2.00,3,0,48,27,11,659
389,19.73,131,17,280,154.35,154.94,398.46,8,10.33,1.98,5,2,74,39,11,681
390,19.78,137,23,295,154.08,154.85,398.09,8,10.38,1.97,7,1,64,32,18,683
391,19.83,141,19,302,154.22,154.67,398.31,8,10.44,1.99,4,0,68,35,9,709
392,19.89,148,16,314,154.35,155.58,398.00,8,10.49,2.00,7,0,77,39,17,731
393,19.94,157,12,318,154.29,154.95,397.97,8,10.54,2.00,10,1,75,32,10,752
394,19.99,164,22,329,154.35,153.92,397.95,8,10.59,2.00,8,1,66,27,14,763
395,20.04,165,19,346,154.31,154.05,398.08,8,10.64,2.00,3,2,96,46,20,785
396,20.09,175,13,353,154.86,153.40,398.45,9,10.69,1.98,11,1,89,47,13,816
397,20.14,181,12,367,154.68,153.44,397.96,9,10.75,2.00,7,1,83,33,18,829
398,20.20,190,6,375,154.53,153.35,398.53,9,10.80,2.00,12,3,95,44,11,802
399,20.25,195,12,392,154.77,153.93,398.39,9,10.85,2.00,6,1,86,45,20,823
400,20.30,202,26,402,154.56,154.04,398.70,9,10.90,2.00,8,1,97,50,14,852
401,20.35,205,18,419,154.39,153.97,398.79,9,10.95,2.00,6,3,110,46,24,831
402,20.40,215,15,431,154.34,153.75,398.81,9,11.00,1.99,10,0,99,39,17,853
403,20.45,226,11,452,154.41,153.15,398.29,9,11.06,1.99,15,4,120,55,25,869
404,20.51,237,18,465,154.22,153.53,398.57,9,11.11,1.99,12,1,124,58,22,904
405,20.56,241,11,480,154.29,153.62,398.70,9,11.16,1.99,8,4,120,53,18,927
406,20.61,245,19,487,154.91,153.83,398.53,9,11.21,1.99,9,5,107,64,16,954
407,20.66,259,19,515,154.92,153.60,398.06,9,11.26,2.00,15,1,151,80,34,996
408,20.71,270,11,529,155.12,153.73,397.90,9,11.31,1.98,11,0,127,65,21,1040
409,20.76,280,18,558,155.03,153.74,397.58,10,11.37,1.98,13,3,169,81,32,1072
410,20.82,290,9,572,154.99,153.88,397.39,10,11.42,1.98,13,3,141,60,19,1105
411,20.87,299,14,589,155.03,154.04,397.23,10,11.47,1.99,10,1,132,70,22,1148
412,20.92,310,13,614,155.02,153.82,396.95,10,11.52,2.00,14,3,143,67,32,1177
413,20.97,324,12,644,155.01,153.66,397.18,10,11.57,2.00,15,1,210,109,37,1247
414,21.02,341,18,664,155.16,153.07,397.41,11,11.62,2.00,21,4,250,124,29,1320
415,21.07,351,21,679,154.96,153.58,397.78,11,11.68,1.99,13,3,165,71,25,1361
416,21.13,373,17,724,155.36,153.86,397.89,11,11.73,2.00,24,2,265,126,50,1426
417,21.18,387,11,748,155.31,153.62,397.62,11,11.78,2.00,17,3,197,105,35,1489
418,21.23,406,16,775,155.22,153.69,397.32,11,11.83,2.00,21,2,237,126,38,1569
419,21.28,430,19,807,155.48,153.88,397.44,11,11.88,2.00,27,3,262,144,41,1666
420,21.33,451,20,836,155.52,153.80,397.61,11,11.93,1.99,25,4,311,160,47,1767
421,21.38,479,18,884,155.58,153.76,397.13,11,11.99,1.99,30,2,328,165,59,1864
422,21.44,500,24,922,155.84,153.29,397.47,11,12.04,1.98,25,4,273,150,51,1948
423,21.49,526,18,956,156.20,153.24,397.44,12,12.09,1.99,30,4,376,178,41,2074
424,21.54,551,17,1006,156.43,153.18,397.24,12,12.14,2.00,27,2,358,188,61,2194
425,21.59,581,14,1058,156.23,153.90,397.23,12,12.19,2.00,32,2,470,238,67,2345
426,21.64,625,24,1106,156.20,153.70,397.40,12,12.24,2.00,46,2,554,288,59,2567
427,21.69,682,18,1170,156.34,152.83,397.80,12,12.30,2.00,61,4,538,261,74,2748
428,21.75,734,20,1220,156.46,153.41,397.87,12,12.35,2.00,60,8,756,376,69,3021
429,21.80,759,16,1270,156.69,153.24,397.87,12,12.40,1.98,30,5,555,270,60,3219
430,21.85,805,10,1349,156.84,153.39,397.74,12,12.45,1.99,50,4,554,276,89,3393
431,21.90,848,13,1434,156.99,153.53,397.50,12,12.50,2.00,46,3,517,264,101,3543
432,21.95,882,4,1510,156.96,153.33,397.22,13,12.56,1.99,47,13,492,250,85,3671
433,22.01,925,5,1592,157.18,153.49,397.38,13,12.61,2.00,47,4,517,250,97,3809
434,22.06,951,5,1676,157.17,153.86,397.51,13,12.66,2.00,33,7,550,283,104,3950
435,22.11,1006,3,1764,157.11,154.22,397.38,13,12.72,2.00,59,4,560,278,104,4099
436,22.17,1059,8,1857,157.35,153.97,397.03,14,12.77,2.00,60,7,570,287,111,4250
437,22.22,1102,9,1958,157.51,154.25,396.81,14,12.82,1.99,52,9,604,312,114,4410
438,22.27,1152,10,2061,157.55,154.47,396.71,14,12.88,2.00,65,15,663,319,121,4535
439,22.33,1197,4,2165,157.72,154.16,396.62,14,12.93,2.00,52,7,666,314,120,4700
440,22.38,1246,5,2268,157.73,154.03,396.41,14,12.98,2.00,57,8,671,339,124,4888
441,22.43,1297,5,2373,157.61,154.22,396.10,15,13.04,2.00,68,17,702,352,128,5048
442,22.49,1342,7,2503,157.72,154.18,396.19,15,13.09,1.99,58,13,717,357,158,5179
443,22.54,1420,10,2627,157.78,154.36,396.19,15,13.14,2.00,91,13,853,458,140,5448
444,22.59,1480,11,2752,157.73,154.46,396.13,15,13.20,2.00,70,10,868,436,142,5717
445,22.65,1540,2,2870,157.76,154.32,395.99,15,13.25,2.00,69,9,835,431,143,5967
446,22.70,1599,5,3007,157.95,154.54,395.89,15,13.30,2.00,72,13,964,488,167,6239
447,22.75,1675,6,3146,158.01,154.54,396.19,15,13.36,2.00,93,17,1006,520,170,6536
448,22.81,1767,4,3288,158.30,154.23,396.19,15,13.41,2.00,106,14,1056,535,163,6823
449,22.86,1846,4,3443,158.25,154.05,396.43,15,13.46,2.00,100,21,1092,559,176,7121
450,22.91,1928,9,3604,158.35,154.00,396.27,15,13.52,2.00,102,20,1134,568,192,7409
451,22.97,2027,5,3776,158.36,154.15,396.18,15,13.57,2.00,117,18,1255,632,213,7732
452,23.02,2127,6,3997,158.56,154.37,396.13,15,13.62,2.00,127,27,1423,710,251,8085
453,23.07,2223,9,4218,158.56,154.19,395.86,15,13.68,2.00,112,16,1529,763,246,8518
