epoch,population,food,bushes,avg_speed,avg_vision,avg_reproduction,max_generation,oldest_age,births,deaths,food_eaten
1,20,15,15,10.00,10.00,500.00,0,0.50,0,0,0
2,20,15,15,10.00,10.00,500.00,0,1.02,0,0,0
3,20,15,15,10.00,10.00,500.00,0,1.53,0,0,0
4,20,15,15,10.00,10.00,500.00,0,2.05,0,0,0
5,20,18,15,10.00,10.00,500.00,0,2.57,0,0,0
6,20,22,15,10.00,10.00,500.00,0,3.07,0,0,0
7,20,26,15,10.00,10.00,500.00,0,3.58,0,0,0
8,20,30,15,10.00,10.00,500.00,0,4.08,0,0,0
9,20,30,15,10.00,10.00,500.00,0,4.60,0,0,0
10,20,31,15,10.00,10.00,500.00,0,5.12,0,0,0
11,20,33,15,10.00,10.00,500.00,0,5.63,0,0,0
12,20,36,15,10.00,10.00,500.00,0,6.15,0,0,0
13,20,40,15,10.00,10.00,500.00,0,6.93,0,0,0
14,20,43,15,10.00,10.00,500.00,0,7.47,0,0,0
15,20,44,15,10.00,10.00,500.00,0,8.00,0,0,0
16,20,45,15,10.00,10.00,500.00,0,8.53,0,0,0
17,20,45,15,10.00,10.00,500.00,0,9.07,0,0,0
18,20,45,15,10.00,10.00,500.00,0,9.60,0,0,0
19,1,44,15,10.00,10.00,500.00,0,10.12,0,19,1
20,1,44,15,10.00,10.00,500.00,0,10.65,0,0,0
21,1,43,15,10.00,10.00,500.00,0,11.18,0,0,1
22,1,42,15,10.00,10.00,500.00,0,11.72,0,0,1
23,1,42,15,10.00,10.00,500.00,0,12.27,0,0,0
24,1,42,15,10.00,10.00,500.00,0,12.80,0,0,0
25,1,42,15,10.00,10.00,500.00,0,13.33,0,0,0
26,1,43,15,10.00,10.00,500.00,0,13.87,0,0,0
27,1,43,15,10.00,10.00,500.00,0,14.40,0,0,0
28,1,43,15,10.00,10.00,500.00,0,14.93,0,0,0
29,1,43,15,10.00,10.00,500.00,0,15.47,0,0,0
30,1,43,15,10.00,10.00,500.00,0,16.00,0,0,0
31,1,43,15,10.00,10.00,500.00,0,16.52,0,0,0
32,1,44,15,10.00,10.00,500.00,0,17.05,0,0,0
33,1,44,15,10.00,10.00,500.00,0,17.58,0,0,0
34,1,44,15,10.00,10.00,500.00,0,18.13,0,0,0
35,1,44,15,10.00,10.00,500.00,0,18.67,0,0,0
36,1,45,15,10.00,10.00,500.00,0,19.20,0,0,0
37,1,45,15,10.00,10.00,500.00,0,19.73,0,0,0
38,1,45,15,10.00,10.00,500.00,0,20.27,0,0,0
39,1,45,15,10.00,10.00,500.00,0,20.80,0,0,0
40,1,45,15,10.00,10.00,500.00,0,21.33,0,0,0
41,1,45,15,10.00,10.00,500.00,0,21.87,0,0,0
42,1,45,15,10.00,10.00,500.00,0,22.40,0,0,0
43,1,45,15,10.00,10.00,500.00,0,22.93,0,0,0
44,1,45,15,10.00,10.00,500.00,0,23.47,0,0,0
45,1,45,15,10.00,10.00,500.00,0,24.00,0,0,0
46,1,45,15,10.00,10.00,500.00,0,24.53,0,0,0
47,0,45,15,0.00,0.00,0.00,0,0.00,0,1,0
48,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
49,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
50,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
51,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
52,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
53,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
54,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
55,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
56,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
57,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
58,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
59,0,45,15,0.00,0.00,0.00,0,0.00,0,0,0
