epoch,year,population,food,bushes,water,avg_speed,avg_vision,avg_reproduction,avg_hunger,avg_thirst,max_generation,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
48,2.49,20,17,56,3,80.00,150.00,100.00,93.20,96.45,0,2.51,1.97,0,0,12,8,4,83
49,2.55,20,16,55,3,80.00,150.00,100.00,92.89,96.07,0,2.56,1.99,0,0,7,3,0,86
50,2.60,20,14,54,3,80.00,150.00,100.00,93.27,96.77,0,2.61,1.92,0,0,10,4,0,90
51,2.65,20,17,55,3,80.00,150.00,100.00,93.08,96.74,0,2.67,1.97,0,0,7,5,1,94
52,2.71,20,14,55,3,80.00,150.00,100.00,93.03,95.74,0,2.72,1.89,0,0,11,4,1,97
53,2.76,20,18,58,3,80.00,150.00,100.00,95.42,97.41,0,2.77,1.95,0,0,8,5,3,99
54,2.81,20,19,57,3,80.00,150.00,100.00,96.17,96.57,0,2.83,1.82,0,0,14,6,0,105
55,2.87,20,18,59,3,80.00,150.00,100.00,96.95,97.38,0,2.88,1.87,0,0,13,7,2,110
56,2.92,20,19,61,3,80.00,150.00,100.00,96.20,97.13,0,2.93,1.93,0,0,11,3,2,111
57,2.97,20,18,63,3,80.00,150.00,100.00,96.18,95.85,0,2.99,1.98,0,0,10,3,2,112
58,3.03,20,19,64,3,80.00,150.00,100.00,95.80,94.76,0,3.04,1.96,0,0,12,5,3,114
59,3.08,20,16,64,3,80.00,150.00,100.00,95.08,95.09,0,3.09,1.99,0,0,7,4,1,117
60,3.13,20,17,63,3,80.00,150.00,100.00,96.48,96.16,0,3.15,1.99,0,0,16,10,1,126
61,3.19,20,19,65,3,80.00,150.00,100.00,96.12,96.07,0,3.20,1.98,0,0,12,4,3,127
62,3.24,20,19,68,3,80.00,150.00,100.00,96.80,96.29,0,3.25,1.98,0,0,16,6,4,129
63,3.29,20,15,66,3,80.00,150.00,100.00,95.90,97.41,0,3.31,1.99,0,0,10,5,0,134
64,3.35,20,18,65,3,80.00,150.00,100.00,94.42,96.78,0,3.36,2.00,0,0,7,4,1,137
65,3.40,20,13,64,3,80.00,150.00,100.00,97.47,95.55,0,3.41,2.00,0,0,16,8,0,145
66,3.45,20,13,61,3,80.00,150.00,100.00,96.05,98.56,0,3.47,2.00,0,0,10,5,0,150
67,3.51,20,13,59,3,80.00,150.00,100.00,95.22,97.30,0,3.52,1.98,0,0,9,4,1,153
68,3.56,20,15,59,3,80.00,150.00,100.00,93.88,95.25,0,3.57,1.96,0,0,9,1,1,153
69,3.61,20,12,59,3,80.00,150.00,100.00,94.28,96.93,0,3.63,1.95,0,0,9,5,1,157
70,3.67,20,12,61,3,80.00,150.00,100.00,95.03,96.70,0,3.68,1.95,0,0,16,6,3,160
71,3.72,20,8,62,3,80.00,150.00,100.00,94.48,96.73,0,3.73,2.00,0,0,16,9,1,168
72,3.77,20,9,60,3,80.00,150.00,100.00,93.35,96.52,0,3.79,1.98,0,0,8,5,1,172
73,3.83,20,11,58,3,80.00,150.00,100.00,93.69,95.74,0,3.84,1.99,0,0,9,4,0,176
74,3.88,20,10,57,3,80.00,150.00,100.00,92.90,95.63,0,3.89,1.98,0,0,6,5,1,180
75,3.93,20,12,55,3,80.00,150.00,100.00,92.63,96.75,0,3.95,1.98,0,0,8,4,1,183
76,3.99,20,8,52,3,80.00,150.00,100.00,93.12,96.31,0,4.00,1.99,0,0,8,6,0,189
77,4.04,20,6,51,3,80.00,150.00,100.00,92.66,96.83,0,4.05,1.98,0,0,9,4,3,190
78,4.09,20,6,49,3,80.00,150.00,100.00,94.48,96.36,0,4.11,1.99,0,0,14,6,0,196
79,4.15,20,9,48,3,80.00,150.00,100.00,94.41,98.25,0,4.16,1.97,0,0,9,2,1,197
80,4.20,20,6,49,3,80.00,150.00,100.00,94.16,97.10,0,4.21,1.98,0,0,11,3,2,198
81,4.25,20,4,46,3,80.00,150.00,100.00,94.30,98.29,0,4.27,1.86,0,0,9,5,0,203
82,4.31,20,4,47,3,80.00,150.00,100.00,92.68,96.32,0,4.32,1.92,0,0,6,1,1,203
83,4.36,20,4,49,3,80.00,150.00,100.00,92.97,97.12,0,4.37,1.97,0,0,9,6,2,207
84,4.41,20,7,47,3,80.00,150.00,100.00,92.65,96.18,0,4.43,1.95,0,0,8,6,0,213
85,4.47,20,4,43,3,80.00,150.00,100.00,94.77,97.23,0,4.48,1.84,0,0,9,4,0,217
86,4.52,20,7,45,3,80.00,150.00,100.00,94.22,97.17,0,4.53,1.89,0,0,9,6,2,221
87,4.57,20,7,45,3,80.00,150.00,100.00,93.42,95.66,0,4.59,1.95,0,0,10,6,0,227
88,4.63,20,8,45,3,80.00,150.00,100.00,93.88,95.14,0,4.64,2.00,0,0,11,8,0,235
89,4.68,20,5,46,3,80.00,150.00,100.00,92.63,94.97,0,4.69,1.97,0,0,6,3,2,236
90,4.73,20,9,48,3,80.00,150.00,100.00,92.69,93.05,0,4.75,2.00,0,0,10,6,3,239
91,4.79,20,6,46,3,80.00,150.00,100.00,94.68,92.86,0,4.80,1.92,0,0,11,5,1,243
92,4.84,20,6,46,3,80.00,150.00,100.00,94.78,94.91,0,4.85,1.97,0,0,13,4,0,247
93,4.89,20,5,46,3,80.00,150.00,100.00,93.01,94.49,0,4.91,2.00,0,0,5,3,2,248
94,4.95,20,7,44,3,80.00,150.00,100.00,92.82,93.86,0,4.96,2.00,0,0,9,7,0,255
95,5.00,20,9,45,3,80.00,150.00,100.00,92.26,93.61,0,5.01,2.00,0,0,7,4,3,256
96,5.05,20,8,43,3,80.00,150.00,100.00,94.03,94.12,0,5.07,2.00,0,0,11,5,1,260
97,5.11,20,6,44,3,80.00,150.00,100.00,92.42,94.09,0,5.12,1.97,0,0,6,4,2,262
98,5.16,20,10,45,3,80.00,150.00,100.00,92.27,93.93,0,5.17,2.00,0,0,10,6,2,266
99,5.21,20,8,42,3,80.00,150.00,100.00,91.64,93.13,0,5.23,2.00,0,0,8,4,0,270
100,5.27,20,6,41,3,80.00,150.00,100.00,92.62,91.61,0,5.28,1.95,0,0,8,4,3,271
101,5.32,20,7,43,3,80.00,150.00,100.00,93.21,92.23,0,5.33,2.00,0,0,8,1,2,270
102,5.37,20,6,44,3,80.00,150.00,100.00,93.35,92.63,0,5.39,1.89,0,0,11,5,2,273
103,5.43,20,4,46,3,80.00,150.00,100.00,94.13,91.69,0,5.44,1.95,0,0,15,13,2,284
104,5.48,20,5,47,3,80.00,150.00,100.00,92.38,91.26,0,5.49,2.00,0,0,5,3,1,286
105,5.53,19,5,46,3,80.00,150.00,100.00,94.50,97.14,0,5.55,2.00,0,1,9,3,0,278
106,5.59,19,7,46,3,80.00,150.00,100.00,93.08,95.05,0,5.60,1.97,0,0,6,4,1,281
107,5.64,19,11,46,3,80.00,150.00,100.00,92.10,95.94,0,5.65,2.00,0,0,5,1,1,281
108,5.69,19,7,43,3,80.00,150.00,100.00,94.06,96.51,0,5.71,1.97,0,0,14,3,0,284
109,5.75,19,7,43,3,80.00,150.00,100.00,93.56,97.82,0,5.76,2.00,0,0,9,4,1,287
110,5.80,19,4,42,3,80.00,150.00,100.00,92.81,97.22,0,5.81,1.92,0,0,9,3,0,290
111,5.85,19,9,42,3,80.00,150.00,100.00,92.55,97.42,0,5.87,1.97,0,0,4,2,0,292
112,5.91,19,7,44,3,80.00,150.00,100.00,92.39,96.21,0,5.92,2.00,0,0,8,2,3,291
113,5.96,19,9,45,3,80.00,150.00,100.00,97.10,97.50,0,5.97,1.95,0,0,16,6,2,295
114,6.01,19,8,46,3,80.00,150.00,100.00,96.50,98.21,0,6.03,2.00,0,0,10,3,1,297
115,6.07,19,4,44,3,80.00,150.00,100.00,95.56,97.42,0,6.08,1.95,0,0,8,6,1,302
116,6.12,19,5,45,3,80.00,150.00,100.00,94.86,97.55,0,6.13,2.00,0,0,8,3,1,304
117,6.17,19,11,47,3,80.00,150.00,100.00,93.69,95.87,0,6.19,1.97,0,0,6,2,3,303
118,6.23,19,6,46,3,80.00,150.00,100.00,93.74,96.29,0,6.24,1.92,0,0,10,5,1,307
119,6.28,19,4,47,3,80.00,150.00,100.00,93.49,98.27,0,6.29,1.97,0,0,6,5,1,311
120,6.33,19,7,46,3,80.00,150.00,100.00,92.36,96.82,0,6.35,2.00,0,0,7,4,0,315
121,6.39,19,9,45,3,80.00,150.00,100.00,91.29,95.99,0,6.40,1.89,0,0,6,4,1,318
122,6.44,19,8,48,3,80.00,150.00,100.00,93.50,96.79,0,6.45,1.95,0,0,11,3,3,318
123,6.49,19,8,48,3,80.00,150.00,100.00,93.56,96.32,0,6.51,2.00,0,0,10,4,0,322
124,6.55,19,9,48,3,80.00,150.00,100.00,92.00,95.30,0,6.56,1.87,0,0,7,2,2,322
125,6.60,19,8,49,3,80.00,150.00,100.00,92.32,95.85,0,6.61,1.92,0,0,9,7,1,328
126,6.65,19,8,52,3,80.00,150.00,100.00,92.29,95.72,0,6.67,1.97,0,0,9,4,3,329
127,6.71,19,12,51,3,80.00,150.00,100.00,91.40,95.76,0,6.72,2.00,0,0,7,3,1,331
128,6.76,19,8,50,3,80.00,150.00,100.00,94.29,95.43,0,6.77,1.97,0,0,12,4,2,333
129,6.81,19,7,51,3,80.00,150.00,100.00,93.98,97.24,0,6.83,1.92,0,0,9,7,2,338
130,6.87,19,7,51,3,80.00,150.00,100.00,93.02,97.92,0,6.88,1.97,0,0,8,3,0,341
131,6.92,19,6,51,3,80.00,150.00,100.00,93.11,97.19,0,6.93,1.95,0,0,12,5,2,344
132,6.97,19,4,51,3,80.00,150.00,100.00,92.47,97.09,0,6.99,2.00,0,0,10,4,0,348
133,7.03,19,3,51,3,80.00,150.00,100.00,91.30,97.80,0,7.04,2.00,0,0,5,5,3,350
134,7.08,19,8,52,3,80.00,150.00,100.00,91.07,97.31,0,7.09,2.00,0,0,8,4,2,352
135,7.13,19,8,52,3,80.00,150.00,100.00,92.48,98.39,0,7.15,2.00,0,0,12,7,2,357
136,7.19,19,8,51,3,80.00,150.00,100.00,92.24,97.72,0,7.20,1.95,0,0,11,7,1,363
137,7.24,19,6,52,3,80.00,150.00,100.00,90.95,97.95,0,7.25,2.00,0,0,9,3,1,365
138,7.29,19,11,49,3,80.00,150.00,100.00,89.75,96.41,0,7.31,1.97,0,0,8,4,0,369
139,7.35,19,8,49,3,80.00,150.00,100.00,90.31,96.98,0,7.36,2.00,0,0,14,7,2,374
140,7.40,19,10,47,3,80.00,150.00,100.00,91.80,96.98,0,7.41,2.00,0,0,8,7,0,381
141,7.45,19,9,46,3,80.00,150.00,100.00,90.58,97.66,0,7.47,1.97,0,0,7,3,1,383
142,7.51,19,14,45,3,80.00,150.00,100.00,88.87,96.90,0,7.52,1.92,0,0,6,1,0,384
143,7.56,19,12,47,3,80.00,150.00,100.00,89.36,96.41,0,7.57,1.97,0,0,12,4,2,386
144,7.61,19,12,48,3,80.00,150.00,100.00,89.25,94.39,0,7.63,2.00,0,0,12,6,2,390
145,7.67,19,6,47,3,80.00,150.00,100.00,90.10,97.13,0,7.68,1.92,0,0,12,8,0,398
146,7.72,19,4,49,3,80.00,150.00,100.00,88.71,97.53,0,7.73,1.97,0,0,7,3,2,399
147,7.77,19,3,48,3,80.00,150.00,100.00,88.99,97.30,0,7.79,1.89,0,0,11,6,0,405
148,7.83,19,9,49,3,80.00,150.00,100.00,87.39,97.19,0,7.84,1.95,0,0,5,2,1,406
149,7.88,19,6,49,3,80.00,150.00,100.00,87.23,96.42,0,7.89,2.00,0,0,12,7,0,413
150,7.93,19,6,48,3,80.00,150.00,100.00,85.95,97.02,0,7.95,2.00,0,0,8,6,2,417
151,7.99,19,11,48,3,80.00,150.00,100.00,85.53,98.00,0,8.00,2.00,0,0,10,3,2,418
152,8.04,19,6,49,3,80.00,150.00,100.00,84.94,96.07,0,8.05,1.97,0,0,8,1,2,417
153,8.09,19,5,49,3,80.00,150.00,100.00,84.28,98.48,0,8.11,2.00,0,0,7,5,1,421
154,8.15,19,7,50,3,80.00,150.00,100.00,83.36,97.19,0,8.16,2.00,0,0,6,1,2,420
155,8.20,19,9,48,3,80.00,150.00,100.00,83.22,96.84,0,8.21,2.00,0,0,13,8,1,427
156,8.25,19,5,48,3,80.00,150.00,100.00,81.65,95.82,0,8.27,2.00,0,0,8,6,1,432
157,8.31,19,6,47,3,80.00,150.00,100.00,82.70,97.37,0,8.32,1.92,0,0,9,4,0,436
158,8.36,19,6,49,3,80.00,150.00,100.00,82.70,96.35,0,8.37,1.97,0,0,10,2,2,436
159,8.41,19,6,51,3,80.00,150.00,100.00,81.94,97.46,0,8.43,2.00,0,0,10,3,3,436
160,8.47,19,7,49,3,80.00,150.00,100.00,81.14,98.15,0,8.48,1.95,0,0,9,3,1,438
161,8.52,18,6,49,3,80.00,150.00,100.00,85.03,98.01,0,8.53,2.00,0,1,8,1,0,432
162,8.57,18,8,49,3,80.00,150.00,100.00,84.02,97.27,0,8.59,1.97,0,0,6,4,2,434
163,8.63,18,6,49,3,80.00,150.00,100.00,83.77,97.84,0,8.64,2.00,0,0,11,6,1,439
164,8.68,18,7,47,3,80.00,150.00,100.00,83.37,97.41,0,8.69,2.00,0,0,11,5,1,443
165,8.73,18,4,47,3,80.00,150.00,100.00,82.97,97.32,0,8.75,2.00,0,0,12,5,1,447
166,8.79,18,4,47,3,80.00,150.00,100.00,81.74,96.88,0,8.80,2.00,0,0,7,3,2,448
167,8.84,18,5,46,3,80.00,150.00,100.00,80.10,96.10,0,8.85,1.95,0,0,6,3,1,450
168,8.89,17,5,48,3,80.00,150.00,100.00,85.03,97.18,0,8.91,2.00,0,1,10,6,2,445
169,8.95,17,5,46,3,80.00,150.00,100.00,84.48,98.28,0,8.96,1.95,0,0,7,5,0,450
170,9.00,16,6,48,3,80.00,150.00,100.00,89.99,97.76,0,9.01,2.00,0,1,13,6,2,449
171,9.05,16,5,46,3,80.00,150.00,100.00,89.23,97.47,0,9.07,2.00,0,0,7,5,1,453
172,9.11,16,5,45,3,80.00,150.00,100.00,88.57,97.19,0,9.12,2.00,0,0,6,2,1,454
173,9.16,16,7,43,3,80.00,150.00,100.00,87.65,97.22,0,9.17,2.00,0,0,7,3,0,457
174,9.21,16,6,45,3,80.00,150.00,100.00,87.94,95.38,0,9.23,2.00,0,0,7,5,3,459
175,9.27,16,7,45,3,80.00,150.00,100.00,88.25,97.86,0,9.28,1.95,0,0,9,5,1,463
176,9.32,16,8,47,3,80.00,150.00,100.00,87.70,97.12,0,9.33,2.00,0,0,9,6,2,467
177,9.37,15,8,48,3,80.00,150.00,100.00,92.76,96.36,0,9.39,1.95,0,1,8,5,3,461
178,9.43,15,8,48,3,80.00,150.00,100.00,92.44,97.40,0,9.44,2.00,0,0,9,4,0,465
179,9.48,15,5,47,3,80.00,150.00,100.00,93.02,96.52,0,9.49,1.95,0,0,9,2,0,467
180,9.53,15,7,47,3,80.00,150.00,100.00,92.15,96.48,0,9.55,2.00,0,0,8,1,0,468
181,9.59,15,3,45,3,80.00,150.00,100.00,93.01,97.45,0,9.60,1.97,0,0,13,8,0,476
182,9.64,15,8,45,3,80.00,150.00,100.00,91.54,97.41,0,9.65,1.92,0,0,4,2,2,476
183,9.69,15,5,46,3,80.00,150.00,100.00,92.43,97.11,0,9.71,1.97,0,0,14,3,1,478
184,9.75,15,6,47,3,80.00,150.00,100.00,91.30,95.98,0,9.76,1.95,0,0,9,4,3,479
185,9.80,15,5,48,3,80.00,150.00,100.00,91.11,97.67,0,9.81,2.00,0,0,6,3,1,481
186,9.85,15,5,47,3,80.00,150.00,100.00,91.83,97.73,0,9.87,1.95,0,0,10,5,0,486
187,9.91,15,4,47,3,80.00,150.00,100.00,91.37,98.81,0,9.92,2.00,0,0,6,2,0,488
188,9.96,15,5,46,3,80.00,150.00,100.00,91.06,97.45,0,9.97,2.00,0,0,10,5,1,492
189,10.01,15,7,46,3,80.00,150.00,100.00,91.52,96.89,0,10.03,1.97,0,0,8,5,2,495
190,10.07,15,7,45,3,80.00,150.00,100.00,91.33,96.98,0,10.08,2.00,0,0,11,3,1,497
191,10.12,15,7,47,3,80.00,150.00,100.00,89.89,97.17,0,10.13,1.97,0,0,6,3,3,497
192,10.17,15,4,46,3,80.00,150.00,100.00,91.67,97.21,0,10.19,1.97,0,0,13,5,1,501
193,10.23,15,3,45,3,80.00,150.00,100.00,91.07,96.50,0,10.24,1.97,0,0,11,4,0,505
194,10.28,15,3,45,3,80.00,150.00,100.00,90.21,96.64,0,10.29,1.95,0,0,9,6,1,510
195,10.33,14,3,46,3,80.00,150.00,100.00,96.36,97.86,0,10.35,2.00,0,1,7,4,1,501
196,10.39,14,1,45,3,80.00,150.00,100.00,97.51,97.08,0,10.40,2.00,0,0,9,5,1,505
197,10.44,14,2,44,3,80.00,150.00,100.00,96.50,96.84,0,10.45,2.00,0,0,6,3,2,506
198,10.49,14,3,45,3,80.00,150.00,100.00,96.95,98.30,0,10.51,1.92,0,0,9,6,2,510
199,10.55,14,6,45,3,80.00,150.00,100.00,95.88,96.74,0,10.56,1.97,0,0,6,1,0,511
200,10.60,14,3,43,3,80.00,150.00,100.00,95.27,97.72,0,10.61,2.00,0,0,7,2,0,513
201,10.65,14,3,43,3,80.00,150.00,100.00,96.26,96.46,0,10.67,2.00,0,0,6,4,1,516
202,10.71,14,4,44,3,80.00,150.00,100.00,96.89,96.42,0,10.72,2.00,0,0,11,4,2,518
203,10.76,14,2,45,3,80.00,150.00,100.00,97.70,97.38,0,10.77,1.97,0,0,10,6,2,522
204,10.81,14,1,46,3,80.00,150.00,100.00,97.96,98.11,0,10.83,2.00,0,0,13,3,3,522
205,10.87,14,3,46,3,80.00,150.00,100.00,97.31,96.81,0,10.88,2.00,0,0,8,6,1,527
206,10.92,14,4,46,3,80.00,150.00,100.00,96.99,96.21,0,10.93,1.95,0,0,8,3,2,528
207,10.97,14,3,51,3,80.00,150.00,100.00,96.60,95.86,0,10.99,2.00,0,0,7,2,5,525
208,11.03,14,3,50,3,80.00,150.00,100.00,96.87,97.84,0,11.04,1.97,0,0,12,6,1,530
209,11.08,14,5,52,3,80.00,150.00,100.00,97.18,96.55,0,11.09,1.97,0,0,8,3,3,530
210,11.13,14,6,53,3,80.00,150.00,100.00,96.49,97.46,0,11.15,1.95,0,0,9,4,2,532
211,11.19,14,11,53,3,80.00,150.00,100.00,96.02,97.47,0,11.20,2.00,0,0,7,2,0,534
212,11.24,14,9,53,3,80.00,150.00,100.00,97.02,97.10,0,11.25,1.97,0,0,11,4,3,535
213,11.29,14,7,52,3,80.00,150.00,100.00,96.69,96.28,0,11.31,2.00,0,0,12,5,0,540
214,11.35,14,4,50,3,80.00,150.00,100.00,97.08,96.56,0,11.36,2.00,0,0,8,3,0,543
215,11.40,14,6,48,3,80.00,150.00,100.00,97.39,95.98,0,11.41,1.79,0,0,9,3,1,545
216,11.45,14,8,50,3,80.00,150.00,100.00,97.93,97.03,0,11.47,1.84,0,0,11,7,2,550
217,11.51,14,7,50,3,80.00,150.00,100.00,97.26,97.35,0,11.52,1.89,0,0,8,3,0,553
218,11.56,14,4,51,3,80.00,150.00,100.00,98.54,97.62,0,11.57,1.95,0,0,15,6,1,558
219,11.61,14,4,52,3,80.00,150.00,100.00,97.13,97.82,0,11.63,2.00,0,0,6,1,1,558
220,11.67,14,6,52,3,80.00,150.00,100.00,96.64,96.79,0,11.68,2.00,0,0,7,3,2,559
221,11.72,14,7,52,3,80.00,150.00,100.00,98.02,97.36,0,11.73,2.00,0,0,14,10,1,568
222,11.77,14,6,53,3,80.00,150.00,100.00,97.40,96.39,0,11.79,1.97,0,0,9,3,4,567
223,11.83,14,6,53,3,80.00,150.00,100.00,96.17,96.53,0,11.84,1.87,0,0,6,3,1,569
224,11.88,14,6,54,3,80.00,150.00,100.00,96.88,97.17,0,11.89,1.92,0,0,13,7,1,575
225,11.93,14,4,55,3,80.00,150.00,100.00,96.64,96.65,0,11.95,1.97,0,0,8,3,1,577
226,11.99,14,6,55,3,80.00,150.00,100.00,97.02,97.96,0,12.00,2.00,0,0,11,4,1,580
227,12.04,14,6,54,3,80.00,150.00,100.00,96.60,97.75,0,12.05,1.97,0,0,10,3,1,582
228,12.09,14,10,54,3,80.00,150.00,100.00,96.49,97.94,0,12.11,2.00,0,0,8,1,1,582
229,12.15,14,6,51,3,80.00,150.00,100.00,97.24,97.66,0,12.16,2.00,0,0,12,6,0,588
230,12.20,14,10,51,3,80.00,150.00,100.00,97.49,97.09,0,12.21,1.92,0,0,9,6,1,593
231,12.25,14,4,52,3,80.00,150.00,100.00,97.32,96.26,0,12.27,1.97,0,0,9,4,1,596
232,12.31,14,6,52,3,80.00,150.00,100.00,95.86,97.69,0,12.32,2.00,0,0,6,4,1,599
233,12.36,14,6,52,3,80.00,150.00,100.00,98.17,97.88,0,12.37,1.97,0,0,15,7,1,605
234,12.41,14,9,51,3,80.00,150.00,100.00,97.39,96.51,0,12.43,2.00,0,0,11,4,0,609
235,12.47,14,8,50,3,80.00,150.00,100.00,97.33,97.20,0,12.48,2.00,0,0,8,3,1,611
236,12.52,14,8,50,3,80.00,150.00,100.00,97.33,96.86,0,12.53,1.87,0,0,9,6,2,615
237,12.57,14,10,51,3,80.00,150.00,100.00,96.39,96.11,0,12.59,1.92,0,0,6,2,1,616
238,12.63,14,8,52,3,80.00,150.00,100.00,96.71,96.20,0,12.64,1.97,0,0,8,2,1,617
239,12.68,14,11,53,3,80.00,150.00,100.00,96.16,95.27,0,12.69,2.00,0,0,6,2,2,617
240,12.73,14,13,53,3,80.00,150.00,100.00,97.08,96.63,0,12.75,1.97,0,0,13,5,2,620
241,12.79,14,12,51,3,80.00,150.00,100.00,97.04,97.92,0,12.80,1.97,0,0,11,5,0,625
242,12.84,14,8,48,3,80.00,150.00,100.00,97.93,96.74,0,12.85,2.00,0,0,11,7,0,632
243,12.89,14,6,49,3,80.00,150.00,100.00,97.21,96.54,0,12.91,2.00,0,0,8,6,2,636
244,12.95,14,7,49,3,80.00,150.00,100.00,96.42,97.98,0,12.96,2.00,0,0,6,3,2,637
245,13.00,14,7,46,3,80.00,150.00,100.00,96.44,96.95,0,13.01,1.97,0,0,6,0,2,635
246,13.05,14,9,48,3,80.00,150.00,100.00,96.95,96.83,0,13.07,2.00,0,0,11,6,3,638
