epoch,population,food,bushes,avg_speed,avg_vision,avg_reproduction,max_generation,oldest_age,births,deaths,food_eaten
168,21,7,15,119.87,181.37,220.46,9,121.23,0,0,4
169,20,9,15,120.33,181.40,220.97,9,122.30,0,1,1
170,20,10,15,121.04,182.30,222.84,9,123.37,1,1,7
171,20,7,15,121.57,182.57,223.73,9,124.43,1,1,8
172,19,6,15,122.31,183.54,223.90,9,125.50,0,1,4
173,19,6,15,122.31,183.54,223.90,9,126.57,0,0,6
174,20,6,15,122.27,184.06,224.63,9,127.63,1,0,6
175,22,4,15,123.05,185.74,225.67,9,128.70,2,0,5
176,24,3,15,123.30,186.22,223.28,9,129.77,2,0,5
177,25,5,15,123.16,184.46,223.47,9,130.83,1,0,6
178,26,1,15,122.78,183.21,224.04,9,131.90,1,0,9
179,26,2,15,122.78,183.21,224.04,9,132.97,0,0,1
180,27,5,15,123.07,183.72,222.06,9,134.03,1,0,7
181,25,4,15,123.66,185.32,223.54,9,135.10,0,2,5
182,25,5,15,123.66,185.32,223.54,9,136.17,0,0,3
183,25,7,15,123.66,185.32,223.54,9,137.23,0,0,5
184,26,6,15,124.87,184.86,219.94,9,138.30,2,1,5
185,24,8,15,124.57,184.00,221.78,9,139.37,0,2,2
186,25,1,15,126.20,187.15,220.88,9,140.43,2,1,16
187,25,2,15,126.20,187.15,220.88,9,141.50,0,0,1
188,24,5,15,126.73,188.62,220.16,9,142.57,0,1,3
189,25,3,15,126.76,188.38,220.99,9,143.63,1,0,6
190,25,3,15,127.60,188.97,221.50,9,144.70,1,1,5
191,23,3,15,128.50,192.68,220.07,8,145.77,0,2,6
192,24,3,15,128.32,191.58,218.01,8,146.83,1,0,3
193,24,3,15,128.59,191.97,217.80,8,147.90,1,1,4
194,26,5,15,129.10,192.97,218.92,8,148.97,2,0,8
195,26,5,15,129.10,192.97,218.92,8,150.03,0,0,5
196,25,2,15,129.95,194.39,216.27,8,151.10,1,2,6
197,26,5,15,130.18,193.66,216.64,8,152.17,1,0,6
198,25,4,15,130.29,194.10,215.67,7,153.23,0,1,5
199,25,5,15,130.29,194.10,215.67,7,154.30,0,0,3
200,25,2,15,131.58,194.23,218.79,7,139.23,2,2,8
201,25,5,15,131.58,194.23,218.79,7,140.30,0,0,6
202,24,1,15,132.41,194.13,219.05,7,141.37,0,1,7
203,24,3,15,132.41,194.13,219.05,7,142.43,0,0,1
204,24,5,15,132.71,194.86,220.67,7,143.50,1,1,5
205,25,6,15,132.47,193.50,221.05,7,144.57,1,0,5
206,26,4,15,132.83,193.98,220.75,7,145.63,1,0,8
207,26,2,15,132.83,193.98,220.75,7,146.70,0,0,6
208,25,2,15,132.48,194.19,220.42,7,147.77,0,1,6
209,24,3,15,132.92,195.30,221.21,8,148.83,1,2,5
210,24,5,15,132.92,195.30,221.21,8,149.90,0,0,2
211,24,4,15,133.23,195.44,222.74,8,150.97,1,1,6
212,24,3,15,133.23,195.44,222.74,8,152.03,0,0,7
213,24,3,15,133.23,195.44,222.74,8,153.10,0,0,3
214,24,4,15,133.52,195.71,222.71,8,154.17,1,1,5
215,24,0,15,133.52,195.71,222.71,8,155.23,0,0,7
216,23,3,15,133.93,196.99,224.98,8,156.30,0,1,6
217,23,1,15,133.93,196.99,224.98,8,157.37,0,0,7
218,23,4,15,133.93,196.99,224.98,8,158.43,0,0,3
219,22,3,15,133.76,195.31,228.53,8,159.50,1,2,6
220,21,6,15,133.77,195.04,227.64,8,160.57,0,1,2
221,22,4,15,133.56,193.60,224.71,8,161.63,1,0,7
222,22,4,15,133.56,193.60,224.71,8,162.70,0,0,4
223,23,1,15,133.79,193.71,224.77,9,163.77,1,0,6
224,23,5,15,133.79,193.71,224.77,9,164.83,0,0,5
225,22,4,15,133.65,194.29,224.66,9,165.90,0,1,4
226,22,2,15,133.65,194.29,224.66,9,166.97,0,0,5
227,22,5,15,133.65,194.29,224.66,9,168.03,0,0,3
228,21,4,15,133.19,195.08,224.06,9,169.10,0,1,6
229,23,5,15,134.41,196.65,224.70,9,170.17,2,0,7
230,22,7,15,134.33,197.00,223.33,9,171.23,0,1,3
231,23,8,15,134.98,197.13,222.65,9,172.30,1,0,6
232,23,5,15,134.98,197.13,222.65,9,173.37,0,0,5
233,23,4,15,134.92,199.31,221.85,9,174.43,2,2,5
234,23,8,15,134.92,199.31,221.85,9,175.50,0,0,2
235,23,4,15,135.37,201.04,224.22,10,176.57,1,1,9
236,22,3,15,135.35,202.21,224.14,10,177.63,0,1,6
237,23,4,15,135.32,201.63,223.96,10,178.70,1,0,5
238,22,5,15,135.51,202.87,227.02,10,179.77,0,1,2
239,22,5,15,134.84,203.23,224.27,10,180.83,1,1,8
240,23,4,15,135.27,203.31,223.18,10,181.90,1,0,5
241,23,2,15,135.27,203.31,223.18,10,182.97,0,0,7
242,24,4,15,135.34,203.55,223.66,10,184.03,1,0,1
243,23,8,15,134.51,204.08,222.43,10,133.27,1,2,7
244,22,6,15,134.03,204.60,222.91,10,134.33,0,1,3
245,23,8,15,134.35,203.61,222.39,10,135.40,1,0,2
246,22,14,15,134.63,203.13,220.54,10,136.47,0,1,3
247,22,11,15,135.00,203.84,221.95,10,137.53,1,1,6
248,22,8,15,135.00,203.84,221.95,10,138.60,0,0,5
249,23,6,15,135.86,203.21,220.91,10,139.67,1,0,7
250,24,5,15,135.73,202.79,220.26,10,140.73,1,0,9
251,25,1,15,135.19,201.94,221.07,10,141.80,1,0,7
252,24,3,15,135.33,201.93,219.37,10,142.87,0,1,4
253,22,4,15,137.23,200.41,221.08,10,143.93,1,3,6
254,22,5,15,137.23,200.41,221.08,10,145.00,0,0,2
255,21,5,15,137.03,201.29,221.57,10,146.07,0,1,5
256,21,4,15,137.03,201.29,221.57,10,147.13,0,0,7
257,21,5,15,137.03,201.29,221.57,10,148.20,0,0,3
258,22,7,15,136.44,201.60,222.15,9,149.27,2,1,4
259,22,7,15,136.44,201.60,222.15,9,150.33,0,0,4
260,23,7,15,136.18,200.79,221.20,9,151.40,1,0,7
261,23,3,15,136.32,200.98,220.93,9,152.47,1,1,6
262,22,5,15,136.08,200.75,221.29,9,153.53,0,1,5
263,23,1,15,135.68,200.88,221.87,9,154.60,2,1,8
264,24,0,15,135.63,202.42,221.63,9,155.67,1,0,5
265,23,5,15,136.21,203.33,220.81,9,156.73,0,1,3
266,24,3,15,135.99,202.15,219.07,9,157.80,1,0,7
267,24,4,15,135.99,202.15,219.07,9,158.87,0,0,2
268,23,2,15,135.90,202.13,218.26,9,159.93,0,1,9
269,24,2,15,136.05,201.95,219.33,10,161.00,1,0,8
270,23,2,15,135.47,202.04,219.85,10,162.07,0,1,2
271,24,5,15,134.91,201.47,220.73,10,163.13,1,0,3
272,24,5,15,134.91,201.47,220.73,10,164.20,0,0,6
273,23,4,15,135.00,201.83,221.39,10,165.27,0,1,5
274,23,5,15,135.00,201.83,221.39,10,166.33,0,0,3
275,23,8,15,135.00,201.83,221.39,10,167.40,0,0,7
276,22,0,15,135.42,203.28,225.07,10,168.47,1,2,10
277,21,2,15,135.94,203.54,226.58,10,169.53,0,1,4
278,19,3,15,136.30,202.82,228.52,10,170.60,0,2,5
279,21,3,15,137.67,203.57,228.53,10,171.67,2,0,5
280,21,3,15,137.67,203.57,228.53,10,172.73,0,0,5
281,22,4,15,137.80,204.10,228.11,10,173.80,1,0,7
282,22,3,15,137.80,204.10,228.11,10,174.87,0,0,5
283,23,1,15,137.87,204.42,230.55,10,175.93,1,0,3
284,23,4,15,137.87,204.42,230.55,10,177.00,0,0,7
285,25,1,15,138.25,206.26,231.56,10,178.07,2,0,6
286,25,2,15,138.25,206.26,231.56,10,179.13,0,0,4
287,26,4,15,139.14,206.19,229.69,11,180.20,1,0,6
288,28,2,15,138.98,206.53,230.58,11,181.27,2,0,5
289,27,2,15,139.27,207.70,232.49,11,182.33,0,1,6
290,26,2,15,138.68,208.41,233.82,11,183.40,0,1,4
291,25,0,15,140.39,208.51,232.15,12,184.47,1,2,7
292,24,4,15,140.48,208.17,232.71,12,185.53,0,1,2
293,24,4,15,140.28,206.45,229.49,12,186.60,1,1,3
294,24,3,15,140.28,206.45,229.49,12,187.67,0,0,9
295,24,0,15,141.03,206.70,231.13,12,188.73,1,1,5
296,24,4,15,141.03,206.70,231.13,12,189.80,0,0,4
297,24,2,15,140.87,207.03,230.34,12,190.87,1,1,6
298,24,1,15,140.87,207.03,230.34,12,191.93,0,0,4
299,24,2,15,140.87,207.03,230.34,12,193.00,0,0,6
300,25,3,15,141.28,206.42,228.38,12,194.07,1,0,6
301,25,1,15,141.28,206.42,228.38,12,195.13,0,0,6
302,24,5,15,140.80,207.50,228.40,12,196.20,1,2,5
303,23,0,15,141.24,208.14,230.33,12,197.27,1,2,8
304,23,1,15,143.08,208.99,227.35,13,198.33,1,1,3
305,23,2,15,143.08,208.99,227.35,13,199.40,0,0,7
306,22,3,15,143.16,209.30,225.52,13,200.47,0,1,3
307,22,4,15,143.16,209.30,225.52,13,201.53,0,0,4
308,22,4,15,143.16,209.30,225.52,13,202.60,0,0,6
309,22,4,15,143.38,209.46,225.46,14,203.67,1,1,6
310,23,1,15,144.92,208.75,220.67,14,204.73,2,1,5
311,23,3,15,144.92,208.75,220.67,14,205.80,0,0,2
312,23,2,15,146.55,206.28,217.53,14,206.87,1,1,8
313,23,2,15,146.55,206.28,217.53,14,207.93,0,0,4
314,23,2,15,146.02,204.91,218.37,14,209.00,1,1,4
315,23,6,15,146.02,204.91,218.37,14,210.07,0,0,4
316,23,5,15,146.02,204.91,218.37,14,211.13,0,0,6
317,24,3,15,145.53,204.66,218.73,14,212.20,1,0,5
318,25,4,15,146.24,204.52,217.50,14,213.27,1,0,4
319,25,4,15,147.06,205.38,215.92,15,214.33,1,1,7
320,25,1,15,148.37,204.91,213.42,15,215.40,1,1,7
321,25,4,15,148.37,204.91,213.42,15,216.47,0,0,3
322,25,5,15,148.37,204.91,213.42,15,217.53,0,0,6
323,25,3,15,148.37,204.91,213.42,15,218.60,0,0,3
324,27,2,15,149.73,205.10,211.30,15,219.67,3,1,8
325,28,3,15,151.03,206.58,208.19,15,144.55,2,1,7
326,27,2,15,150.61,207.52,209.34,15,145.62,0,1,6
327,26,4,15,150.99,207.23,208.95,15,146.68,0,1,5
328,26,2,15,151.36,208.67,207.78,15,147.75,1,1,7
329,27,4,15,152.04,208.29,207.63,15,148.82,1,0,3
330,28,4,15,152.59,207.89,206.32,16,149.88,1,0,4
331,28,2,15,152.59,207.89,206.32,16,150.95,0,0,9
332,28,5,15,152.59,207.89,206.32,16,152.02,0,0,3
333,28,5,15,152.30,207.52,206.26,16,153.08,1,1,2
334,25,2,15,151.54,209.99,211.08,16,154.15,0,3,9
335,25,1,15,152.59,210.10,208.49,16,155.22,1,1,6
336,24,1,15,153.13,210.31,206.57,16,152.45,0,1,3
337,22,3,15,153.70,209.76,207.10,16,116.25,0,2,6
338,21,3,15,153.32,213.48,210.05,16,117.32,1,2,5
339,21,4,15,153.32,213.48,210.05,16,118.38,0,0,3
340,23,2,15,153.70,214.63,211.91,17,119.45,2,0,8
341,22,5,15,154.11,215.06,212.49,17,120.52,0,1,3
342,23,5,15,153.68,215.42,215.78,17,121.58,1,0,7
343,25,2,15,153.78,213.84,215.94,17,122.65,2,0,4
344,25,5,15,153.78,213.84,215.94,17,123.72,0,0,2
345,25,6,15,153.78,213.84,215.94,17,124.78,0,0,6
346,25,5,15,153.78,213.84,215.94,17,125.85,0,0,6
347,26,3,15,153.82,213.71,215.15,17,126.92,1,0,6
348,24,5,15,153.56,212.47,216.62,17,127.98,0,2,3
349,24,5,15,153.56,212.47,216.62,17,129.05,0,0,5
350,22,1,15,154.85,212.60,212.90,17,131.18,0,2,4
351,20,3,15,154.93,212.86,214.76,17,132.53,1,3,9
352,20,4,15,155.48,213.26,215.63,17,133.60,1,1,6
353,20,4,15,155.98,211.00,212.28,17,134.67,1,1,3
354,22,3,15,156.51,212.54,212.38,18,135.67,2,0,9
355,22,1,15,156.51,212.54,212.38,18,136.68,0,0,4
356,22,5,15,156.36,213.54,212.38,18,137.70,1,1,3
357,22,5,15,156.36,213.54,212.38,18,138.70,0,0,5
358,21,3,15,156.80,212.45,209.28,18,139.77,0,1,7
359,21,3,15,156.80,212.45,209.28,18,140.77,0,0,3
360,22,5,15,156.13,211.89,208.98,18,141.77,1,0,9
361,21,2,15,155.87,211.59,210.00,18,142.78,0,1,5
362,22,3,15,155.84,212.47,212.76,18,143.80,2,1,4
363,23,4,15,155.75,211.27,210.84,18,144.82,1,0,11
364,24,4,15,155.22,211.93,213.59,18,145.85,1,0,4
365,25,3,15,155.66,211.63,212.81,18,146.87,1,0,5
366,25,3,15,157.12,212.06,209.96,18,147.87,1,1,6
367,27,2,15,158.27,211.64,208.32,18,148.87,2,0,5
368,27,1,15,158.27,211.64,208.32,18,149.87,0,0,7
369,27,3,15,158.85,212.49,208.67,18,150.88,1,1,2
370,27,3,15,158.79,212.72,210.05,18,151.88,1,1,7
371,26,3,15,159.97,211.76,208.00,18,152.88,0,1,2
372,26,4,15,159.97,211.76,208.00,18,153.90,0,0,8
373,26,3,15,159.97,211.76,208.00,18,154.92,0,0,6
374,26,1,15,159.97,211.76,208.00,18,155.93,0,0,7
375,24,1,15,159.85,212.32,209.33,18,156.93,0,2,2
376,24,6,15,159.58,212.27,209.83,18,157.93,1,1,2
377,24,5,15,159.58,212.27,209.83,18,158.97,0,0,9
378,24,0,15,160.53,213.26,212.06,18,159.97,1,1,6
379,24,5,15,160.53,213.26,212.06,18,160.97,0,0,2
380,24,2,15,161.35,212.61,209.79,18,161.98,1,1,10
381,24,0,15,161.35,212.61,209.79,18,162.98,0,0,4
382,24,4,15,161.35,212.61,209.79,18,163.98,0,0,1
383,25,7,15,160.86,211.11,208.05,19,165.00,2,1,5
384,26,3,15,161.14,210.70,207.48,19,166.00,1,0,5
385,27,1,15,162.30,209.96,205.33,20,167.00,1,0,6
386,28,1,15,162.16,209.68,204.76,20,168.02,1,0,7
387,28,3,15,162.16,209.68,204.76,20,169.03,0,0,2
388,28,4,15,163.06,209.30,201.79,21,170.07,1,1,5
389,29,2,15,164.51,208.68,200.10,22,171.08,1,0,7
390,29,2,15,164.51,208.68,200.10,22,172.08,0,0,6
391,28,1,15,165.10,208.42,197.82,22,158.60,0,1,6
392,27,5,15,164.85,209.18,198.98,22,159.60,0,1,3
393,27,1,15,164.85,209.18,198.98,22,160.60,0,0,7
394,26,4,15,164.75,209.16,199.08,22,161.60,0,1,2
395,27,3,15,165.83,209.02,197.57,22,162.62,1,0,5
396,27,1,15,165.83,209.02,197.57,22,163.63,0,0,9
397,27,1,15,165.83,209.02,197.57,22,164.63,0,0,5
398,27,4,15,166.97,207.71,195.67,22,165.63,1,1,4
399,26,4,15,167.43,207.60,195.68,22,166.65,0,1,5
400,26,4,15,169.34,207.96,192.51,22,162.12,1,1,4
401,25,5,15,168.55,208.91,193.63,22,163.12,1,2,5
402,27,3,15,171.17,206.65,191.82,22,164.13,2,0,8
403,26,5,15,172.71,205.97,190.48,22,165.15,0,1,3
404,27,1,15,171.77,206.16,191.38,22,166.15,2,1,7
405,28,4,15,172.54,205.50,189.45,22,167.17,1,0,5
406,27,2,15,173.46,204.25,186.08,22,168.18,1,2,4
407,28,2,15,175.06,202.32,183.19,23,169.18,2,1,5
408,27,3,15,175.32,202.39,182.82,23,170.20,0,1,9
409,28,3,15,175.61,202.85,182.45,23,171.22,1,0,4
410,29,3,15,175.56,202.15,182.06,23,172.22,1,0,4
411,29,2,15,175.56,202.15,182.06,23,173.23,0,0,9
412,30,2,15,176.30,201.83,181.26,23,174.23,1,0,5
413,30,1,15,176.30,201.83,181.26,23,175.25,0,0,5
414,33,3,15,176.31,202.15,181.15,23,176.25,3,0,6
415,32,1,15,177.28,201.43,179.13,23,177.27,0,1,7
416,31,2,15,178.35,201.99,180.07,23,178.28,1,2,3
417,31,3,15,178.35,201.99,180.07,23,179.33,0,0,6
418,29,1,15,181.00,200.30,174.79,23,180.35,1,3,4
419,29,4,15,183.45,199.87,170.05,24,87.67,1,1,5
420,28,3,15,182.89,200.86,170.71,24,88.70,0,1,3
421,27,5,15,183.67,200.73,170.11,24,66.37,0,1,6
422,26,2,15,183.98,201.19,171.00,24,67.37,1,2,8
423,26,1,15,183.98,201.19,171.00,24,68.38,0,0,6
424,25,2,15,184.68,201.82,170.61,24,69.40,0,1,3
425,24,4,15,185.52,202.28,171.98,24,70.40,1,2,6
426,25,2,15,185.71,202.43,172.69,24,71.42,2,1,6
427,24,4,15,185.21,202.84,173.30,24,72.42,0,1,4
428,23,1,15,185.64,202.85,173.39,24,73.43,0,1,8
429,23,3,15,185.64,202.85,173.39,24,74.43,0,0,1
430,25,5,15,187.05,201.45,172.05,24,75.45,2,0,6
431,26,1,15,188.38,199.80,170.15,24,76.47,2,1,9
432,26,3,15,188.38,199.80,170.15,24,77.47,0,0,1
433,25,3,15,190.37,197.78,166.11,24,78.47,1,2,7
434,25,4,15,190.37,197.78,166.11,24,79.48,0,0,4
