epoch,year,population,food,bushes,water,avg_generation,max_generation,avg_memory,avg_speed,avg_vision,avg_age,avg_hunger,avg_thirst,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
22,1.17,150,31,31,3,0.00,0,-0.276,80.00,150.00,1.17,51.76,26.91,1.17,1.16,0,0,10,6,0,34
23,1.23,150,30,31,3,0.00,0,-0.304,80.00,150.00,1.23,49.28,23.06,1.23,1.21,0,0,3,1,0,35
24,1.28,42,36,32,3,0.00,0,0.197,80.00,150.00,1.28,44.44,75.56,1.28,1.28,0,108,2,0,1,6
25,1.33,41,40,32,3,0.00,0,0.176,80.00,150.00,1.33,41.49,76.43,1.33,1.33,0,1,1,0,0,6
26,1.38,41,43,32,3,0.00,0,0.184,80.00,150.00,1.38,41.42,77.09,1.38,1.38,0,0,2,1,0,7
27,1.43,40,48,32,3,0.00,0,0.194,80.00,150.00,1.43,39.18,76.76,1.43,1.43,0,1,0,0,0,7
28,1.48,40,51,32,3,0.00,0,0.179,80.00,150.00,1.48,37.22,75.84,1.48,1.48,0,0,1,0,0,7
29,1.53,39,53,32,3,0.00,0,0.189,80.00,150.00,1.53,35.14,75.60,1.53,1.53,0,1,2,0,0,7
30,1.58,39,56,32,3,0.00,0,0.226,80.00,150.00,1.58,32.64,74.72,1.58,1.58,0,0,0,0,0,7
31,1.63,39,59,32,3,0.00,0,0.233,80.00,150.00,1.63,30.06,72.76,1.63,1.63,0,0,0,0,0,7
32,1.69,39,64,32,3,0.00,0,0.209,80.00,150.00,1.69,28.32,70.48,1.69,1.68,0,0,1,1,0,8
33,1.74,39,67,32,3,0.00,0,-0.089,80.00,150.00,1.74,25.74,67.35,1.74,1.74,0,0,0,0,0,8
34,1.79,39,72,32,3,0.00,0,-0.233,80.00,150.00,1.79,24.17,66.15,1.79,1.79,0,0,1,0,0,8
35,1.84,37,75,32,3,0.00,0,-0.184,80.00,150.00,1.84,23.67,67.98,1.84,1.84,0,2,1,0,0,8
36,1.89,37,80,32,3,0.00,0,-0.182,80.00,150.00,1.89,21.09,66.40,1.89,1.89,0,0,0,0,0,8
37,1.94,36,81,32,3,0.00,0,-0.231,80.00,150.00,1.94,18.94,65.29,1.94,1.94,0,1,0,0,0,8
38,2.00,35,83,32,3,0.00,0,-0.258,80.00,150.00,2.00,16.84,66.33,2.00,1.99,0,1,1,0,0,6
39,2.05,10,81,32,3,0.00,0,0.041,80.00,150.00,2.05,64.47,49.76,2.05,2.05,0,25,2,1,0,7
40,2.10,10,86,32,3,0.00,0,-0.063,80.00,150.00,2.10,66.98,46.27,2.10,2.10,0,0,2,0,0,7
41,2.15,8,86,32,3,0.00,0,-0.083,80.00,150.00,2.15,57.03,53.45,2.15,2.15,0,2,0,0,0,5
42,2.20,8,84,32,3,0.00,0,-0.106,80.00,150.00,2.20,60.27,50.58,2.20,2.20,0,0,4,1,0,6
43,2.25,6,82,32,3,0.00,0,0.116,80.00,150.00,2.25,72.79,48.09,2.25,2.25,0,2,3,2,0,7
44,2.31,6,82,32,3,0.00,0,0.142,80.00,150.00,2.30,70.21,59.47,2.30,2.30,0,0,0,0,0,7
45,2.36,6,84,32,3,0.00,0,0.036,80.00,150.00,2.36,67.63,60.22,2.36,2.36,0,0,0,0,0,7
46,2.41,6,85,32,3,0.00,0,0.130,80.00,150.00,2.41,65.04,57.82,2.41,2.41,0,0,0,0,0,7
47,2.46,5,88,32,3,0.00,0,0.135,80.00,150.00,2.46,64.30,65.68,2.46,2.46,0,1,0,0,0,6
48,2.51,5,89,32,3,0.00,0,0.075,80.00,150.00,2.51,61.72,62.37,2.51,2.51,0,0,0,0,0,6
49,2.56,5,87,32,3,0.00,0,-0.037,80.00,150.00,2.56,59.13,58.56,2.56,2.56,0,0,0,0,0,6
50,2.62,5,88,32,3,0.00,0,0.040,80.00,150.00,2.61,56.55,59.12,2.61,2.61,0,0,0,0,0,6
51,2.67,4,90,32,3,0.00,0,-0.018,80.00,150.00,2.67,48.54,69.73,2.67,2.67,0,1,0,0,0,4
52,2.72,3,90,32,3,0.00,0,0.148,80.00,150.00,2.72,56.58,92.40,2.72,2.72,0,1,1,1,0,4
53,2.77,3,88,32,3,0.00,0,0.311,80.00,150.00,2.77,63.06,95.91,2.77,2.77,0,0,1,0,0,4
54,2.82,3,86,32,3,0.00,0,0.220,80.00,150.00,2.82,71.50,92.80,2.82,2.82,0,0,4,4,0,8
55,2.87,3,86,32,3,0.00,0,-0.017,80.00,150.00,2.87,68.92,88.67,2.87,2.87,0,0,0,0,0,8
56,2.93,3,86,32,3,0.00,0,-0.110,80.00,150.00,2.92,66.33,87.64,2.92,2.92,0,0,0,0,0,8
57,2.98,3,87,32,3,0.00,0,0.057,80.00,150.00,2.98,63.75,84.89,2.98,2.98,0,0,0,0,0,8
58,3.03,3,86,32,3,0.00,0,0.112,80.00,150.00,3.03,61.17,89.11,3.03,3.03,0,0,0,0,0,8
59,3.08,3,86,32,3,0.00,0,0.316,80.00,150.00,3.08,62.97,87.73,3.08,3.08,0,0,1,0,0,8
60,3.13,3,86,32,3,0.00,0,0.356,80.00,150.00,3.13,60.39,86.36,3.13,3.13,0,0,0,0,0,8
61,3.18,2,87,32,3,0.00,0,0.397,80.00,150.00,3.18,87.33,77.47,3.18,3.18,0,1,0,0,0,7
62,3.24,2,88,32,3,0.00,0,0.399,80.00,150.00,3.23,84.75,75.40,3.23,3.23,0,0,0,0,0,7
63,3.29,2,89,32,3,0.00,0,0.400,80.00,150.00,3.29,82.17,73.33,3.29,3.29,0,0,0,0,0,7
64,3.34,2,89,32,3,0.00,0,0.400,80.00,150.00,3.34,79.58,71.27,3.34,3.34,0,0,0,0,0,7
65,3.39,2,91,32,3,0.00,0,0.400,80.00,150.00,3.39,77.00,69.20,3.39,3.39,0,0,0,0,0,7
66,3.44,2,90,32,3,0.00,0,0.400,80.00,150.00,3.44,74.42,67.13,3.44,3.44,0,0,0,0,0,7
67,3.49,2,90,32,3,0.00,0,0.624,80.00,150.00,3.49,71.83,100.00,3.49,3.49,0,0,0,0,0,7
68,3.55,2,90,32,3,0.00,0,0.515,80.00,150.00,3.54,69.25,98.73,3.54,3.54,0,0,0,0,0,7
69,3.60,2,88,32,3,0.00,0,0.423,80.00,150.00,3.60,66.67,96.67,3.60,3.60,0,0,0,0,0,7
70,3.65,2,91,32,3,0.00,0,0.661,80.00,150.00,3.65,64.08,100.00,3.65,3.65,0,0,0,0,0,7
71,3.70,2,91,32,3,0.00,0,0.588,80.00,150.00,3.70,61.50,99.20,3.70,3.70,0,0,0,0,0,7
72,3.75,2,94,32,3,0.00,0,0.438,80.00,150.00,3.75,58.92,97.13,3.75,3.75,0,0,0,0,0,7
73,3.80,2,85,32,3,0.00,0,0.426,80.00,150.00,3.80,74.54,95.07,3.80,3.80,0,0,3,3,0,10
74,3.86,2,84,32,3,0.00,0,0.405,80.00,150.00,3.85,71.96,93.00,3.85,3.85,0,0,0,0,0,10
75,3.91,2,83,32,3,0.00,0,0.625,80.00,150.00,3.91,69.38,100.00,3.91,3.91,0,0,0,0,0,10
76,3.96,2,82,32,3,0.00,0,0.550,80.00,150.00,3.96,66.79,99.00,3.96,3.96,0,0,0,0,0,10
77,4.01,2,82,32,3,0.00,0,0.431,80.00,150.00,4.01,64.21,96.93,4.01,4.01,0,0,0,0,0,10
78,4.06,2,82,32,3,0.00,0,0.414,80.00,150.00,4.06,68.83,94.87,4.06,4.06,0,0,1,1,0,11
79,4.11,2,84,32,3,0.00,0,0.403,80.00,150.00,4.11,66.25,92.80,4.11,4.11,0,0,0,0,0,11
80,4.17,2,84,32,3,0.00,0,0.401,80.00,150.00,4.16,63.67,90.73,4.16,4.16,0,0,0,0,0,11
81,4.22,2,82,32,3,0.00,0,0.400,80.00,150.00,4.22,61.08,88.67,4.22,4.22,0,0,0,0,0,11
82,4.27,2,81,32,3,0.00,0,0.400,80.00,150.00,4.27,58.50,86.60,4.27,4.27,0,0,0,0,0,11
83,4.32,2,82,32,3,0.00,0,0.400,80.00,150.00,4.32,55.92,84.53,4.32,4.32,0,0,0,0,0,11
84,4.37,2,82,32,3,0.00,0,0.561,80.00,150.00,4.37,53.33,100.00,4.37,4.37,0,0,0,0,0,11
85,4.42,2,83,32,3,0.00,0,0.557,80.00,150.00,4.42,50.75,99.13,4.42,4.42,0,0,0,0,0,11
86,4.48,2,87,32,3,0.00,0,0.430,80.00,150.00,4.47,38.17,97.07,4.47,4.47,0,0,1,0,0,11
87,4.53,2,89,32,3,0.00,0,0.370,80.00,150.00,4.53,35.58,95.00,4.53,4.53,0,0,0,0,0,11
88,4.58,2,87,32,3,0.00,0,0.269,80.00,150.00,4.58,33.00,100.00,4.58,4.58,0,0,0,0,0,11
89,4.63,2,86,32,3,0.00,0,0.454,80.00,150.00,4.63,30.42,99.87,4.63,4.63,0,0,0,0,0,11
90,4.68,2,87,32,3,0.00,0,0.212,80.00,150.00,4.68,27.83,97.80,4.68,4.68,0,0,0,0,0,11
91,4.73,2,88,32,3,0.00,0,0.172,80.00,150.00,4.73,50.25,95.73,4.73,4.73,0,0,1,1,0,12
92,4.79,2,88,32,3,0.00,0,0.157,80.00,150.00,4.78,49.71,93.67,4.78,4.78,0,0,1,1,0,13
93,4.84,1,90,32,3,0.00,0,0.003,80.00,150.00,4.84,95.00,83.20,4.84,4.84,0,1,0,0,0,9
94,4.89,1,91,32,3,0.00,0,0.001,80.00,150.00,4.89,92.42,79.07,4.89,4.89,0,0,0,0,0,9
95,4.94,1,90,32,3,0.00,0,0.000,80.00,150.00,4.94,89.83,74.93,4.94,4.94,0,0,0,0,0,9
96,4.99,1,89,32,3,0.00,0,0.000,80.00,150.00,4.99,87.25,70.80,4.99,4.99,0,0,0,0,0,9
97,5.04,1,91,32,3,0.00,0,-0.008,80.00,150.00,5.04,64.67,66.67,5.04,5.04,0,0,1,1,0,10
98,5.10,1,90,32,3,0.00,0,-0.002,80.00,150.00,5.09,62.08,62.53,5.09,5.09,0,0,0,0,0,10
99,5.15,1,89,32,3,0.00,0,-0.000,80.00,150.00,5.15,59.50,58.40,5.15,5.15,0,0,0,0,0,10
100,5.20,1,91,32,3,0.00,0,-0.000,80.00,150.00,5.20,56.92,54.27,5.20,5.20,0,0,0,0,0,10
101,5.25,1,92,32,3,0.00,0,0.600,80.00,150.00,5.25,54.33,100.00,5.25,5.25,0,0,0,0,0,10
102,5.30,1,93,32,3,0.00,0,0.759,80.00,150.00,5.30,51.75,100.00,5.30,5.30,0,0,0,0,0,10
103,5.35,1,93,32,3,0.00,0,0.611,80.00,150.00,5.35,49.17,99.33,5.35,5.35,0,0,0,0,0,10
104,5.41,1,91,32,3,0.00,0,0.135,80.00,150.00,5.40,78.25,95.20,5.40,5.40,0,0,3,2,0,12
105,5.46,1,91,32,3,0.00,0,0.028,80.00,150.00,5.46,75.67,91.07,5.46,5.46,0,0,0,0,0,12
106,5.51,1,89,32,3,0.00,0,0.006,80.00,150.00,5.51,73.08,86.93,5.51,5.51,0,0,0,0,0,12
107,5.56,1,86,32,3,0.00,0,0.017,80.00,150.00,5.56,98.17,82.80,5.56,5.56,0,0,3,0,0,12
108,5.61,1,87,32,3,0.00,0,0.003,80.00,150.00,5.61,95.58,78.67,5.61,5.61,0,0,0,0,0,12
109,5.66,1,88,32,3,0.00,0,0.001,80.00,150.00,5.66,93.00,74.53,5.66,5.66,0,0,0,0,0,12
110,5.72,1,89,32,3,0.00,0,0.000,80.00,150.00,5.71,90.42,70.40,5.71,5.71,0,0,0,0,0,12
111,5.77,1,88,32,3,0.00,0,-0.006,80.00,150.00,5.77,78.42,66.27,5.77,5.77,0,0,2,1,0,13
112,5.82,1,86,32,3,0.00,0,-0.001,80.00,150.00,5.82,75.83,62.13,5.82,5.82,0,0,0,0,0,13
113,5.87,1,85,32,3,0.00,0,-0.000,80.00,150.00,5.87,73.25,58.00,5.87,5.87,0,0,0,0,0,13
114,5.92,1,88,32,3,0.00,0,-0.000,80.00,150.00,5.92,70.67,53.87,5.92,5.92,0,0,0,0,0,13
115,5.97,1,86,32,3,0.00,0,-0.020,80.00,150.00,5.97,48.08,49.73,5.97,5.97,0,0,1,0,0,13
116,6.03,1,86,32,3,0.00,0,-0.004,80.00,150.00,6.02,75.50,45.60,6.02,6.02,0,0,2,1,0,14
117,6.08,1,85,32,3,0.00,0,-0.001,80.00,150.00,6.08,72.92,41.47,6.08,6.08,0,0,0,0,0,14
118,6.13,1,88,32,3,0.00,0,-0.000,80.00,150.00,6.13,70.33,37.33,6.13,6.13,0,0,0,0,0,14
119,6.18,1,86,32,3,0.00,0,-0.000,80.00,150.00,6.18,67.75,33.20,6.18,6.18,0,0,0,0,0,14
120,6.23,1,87,32,3,0.00,0,-0.000,80.00,150.00,6.23,65.17,29.07,6.23,6.23,0,0,0,0,0,14
121,6.28,1,87,32,3,0.00,0,0.003,80.00,150.00,6.28,92.58,24.93,6.28,6.28,0,0,2,2,0,16
122,6.34,1,84,32,3,0.00,0,-0.004,80.00,150.00,6.33,70.00,20.80,6.33,6.33,0,0,1,0,0,16
123,6.39,1,81,32,3,0.00,0,0.024,80.00,150.00,6.39,100.00,16.67,6.39,6.39,0,0,2,2,0,18
124,6.44,1,81,32,3,0.00,0,-0.306,80.00,150.00,6.44,97.42,12.53,6.44,6.44,0,0,0,0,0,18
125,6.49,1,82,32,3,0.00,0,-0.461,80.00,150.00,6.49,94.83,8.40,6.49,6.49,0,0,0,0,0,18
126,6.54,1,84,32,3,0.00,0,-0.492,80.00,150.00,6.54,92.25,4.27,6.54,6.54,0,0,0,0,0,18
127,6.59,1,84,32,3,0.00,0,-0.498,80.00,150.00,6.59,89.67,0.13,6.59,6.59,0,0,0,0,0,18
128,6.65,0,83,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,6.64,0,1,0,0,0,0
129,6.70,0,81,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,6.70,0,0,0,0,0,0
130,6.75,0,86,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,6.75,0,0,0,0,0,0
131,6.80,0,83,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,6.80,0,0,0,0,0,0
132,6.85,0,83,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,6.85,0,0,0,0,0,0
133,6.90,0,85,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,6.90,0,0,0,0,0,0
134,6.96,0,84,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,6.95,0,0,0,0,0,0
135,7.01,0,82,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.01,0,0,0,0,0,0
136,7.06,0,84,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.06,0,0,0,0,0,0
137,7.11,0,85,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.11,0,0,0,0,0,0
138,7.16,0,86,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.16,0,0,0,0,0,0
139,7.21,0,87,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.21,0,0,0,0,0,0
140,7.27,0,86,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.26,0,0,0,0,0,0
141,7.32,0,88,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.32,0,0,0,0,0,0
142,7.37,0,86,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.37,0,0,0,0,0,0
143,7.42,0,86,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.42,0,0,0,0,0,0
144,7.47,0,88,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.47,0,0,0,0,0,0
145,7.52,0,89,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.52,0,0,0,0,0,0
146,7.58,0,91,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.57,0,0,0,0,0,0
147,7.63,0,93,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.63,0,0,0,0,0,0
148,7.68,0,92,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.68,0,0,0,0,0,0
149,7.73,0,93,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.73,0,0,0,0,0,0
150,7.78,0,92,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.78,0,0,0,0,0,0
151,7.83,0,94,32,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.83,0,0,0,0,0,0
