epoch,year,population,food,bushes,water,avg_speed,avg_vision,avg_reproduction,avg_hunger,avg_thirst,max_generation,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
28,1.44,14,26,17,3,80.00,150.00,100.00,67.79,96.24,0,1.44,1.44,0,0,1,0,0,13
29,1.49,14,29,17,3,80.00,150.00,100.00,69.24,93.97,0,1.49,1.49,0,0,3,0,0,13
30,1.54,14,28,17,3,80.00,150.00,100.00,68.42,93.33,0,1.54,1.54,0,0,1,0,0,13
31,1.60,14,29,17,3,80.00,150.00,100.00,69.33,91.04,0,1.60,1.59,0,0,1,0,0,13
32,1.65,14,27,17,3,80.00,150.00,100.00,69.53,92.04,0,1.65,1.65,0,0,2,1,0,14
33,1.70,14,32,18,3,80.00,150.00,100.00,67.71,93.21,0,1.70,1.70,0,0,1,1,1,14
34,1.75,14,34,18,3,80.00,150.00,100.00,65.13,94.11,0,1.75,1.75,0,0,0,0,0,14
35,1.80,14,34,19,3,80.00,150.00,100.00,66.77,91.19,0,1.80,1.80,0,0,3,2,1,15
36,1.85,14,33,19,3,80.00,150.00,100.00,65.03,89.93,0,1.85,1.85,0,0,1,1,0,16
37,1.91,14,32,19,3,80.00,150.00,100.00,63.33,90.22,0,1.91,1.90,0,0,1,1,0,17
38,1.96,14,35,19,3,80.00,150.00,100.00,60.75,88.50,0,1.96,1.96,0,0,0,0,0,17
39,2.01,10,4,4,3,80.00,150.00,100.00,82.81,83.77,0,2.01,1.25,0,4,1,0,0,17
40,2.06,10,5,4,3,80.00,150.00,100.00,80.23,83.96,0,2.06,1.30,0,0,0,0,0,17
41,2.11,10,6,4,3,80.00,150.00,100.00,77.64,82.77,0,2.11,1.35,0,0,0,0,0,17
42,2.16,10,6,4,3,80.00,150.00,100.00,77.20,81.17,0,2.16,1.41,0,0,1,1,0,18
43,2.22,10,5,4,3,80.00,150.00,100.00,76.71,81.35,0,2.22,1.46,0,0,1,1,0,19
44,2.27,10,5,4,3,80.00,150.00,100.00,76.08,80.44,0,2.27,1.51,0,0,1,1,0,20
45,2.32,10,5,4,3,80.00,150.00,100.00,73.49,83.95,0,2.32,1.56,0,0,0,0,0,20
46,2.37,10,5,4,3,80.00,150.00,100.00,70.91,82.29,0,2.37,1.61,0,0,0,0,0,20
47,2.42,10,6,4,3,80.00,150.00,100.00,68.33,80.32,0,2.42,1.66,0,0,0,0,0,20
48,2.47,10,5,4,3,80.00,150.00,100.00,68.77,78.99,0,2.47,1.72,0,0,1,1,0,21
49,2.53,9,6,4,3,80.00,150.00,100.00,68.39,93.47,0,2.52,1.77,0,1,0,0,0,20
50,2.58,9,6,4,3,80.00,150.00,100.00,71.36,91.63,0,2.58,1.82,0,0,1,1,0,21
51,2.63,9,4,4,3,80.00,150.00,100.00,73.03,90.74,0,2.63,1.87,0,0,2,0,0,21
52,2.68,9,4,4,3,80.00,150.00,100.00,70.44,90.39,0,2.68,1.92,0,0,0,0,0,21
53,2.73,9,4,4,3,80.00,150.00,100.00,67.86,89.91,0,2.73,1.97,0,0,0,0,0,21
54,2.78,9,4,3,3,80.00,150.00,100.00,65.28,88.53,0,2.78,1.80,0,0,0,0,0,21
55,2.84,9,5,3,3,80.00,150.00,100.00,62.69,87.16,0,2.83,1.85,0,0,0,0,0,21
56,2.89,9,6,3,3,80.00,150.00,100.00,60.11,85.76,0,2.89,1.90,0,0,0,0,0,21
57,2.94,9,6,3,3,80.00,150.00,100.00,57.53,83.93,0,2.94,1.95,0,0,0,0,0,21
58,2.99,9,2,2,3,80.00,150.00,100.00,56.95,85.17,0,2.99,1.32,0,0,1,1,0,22
59,3.04,9,2,2,3,80.00,150.00,100.00,54.37,83.79,0,3.04,1.37,0,0,0,0,0,22
60,3.09,9,3,2,3,80.00,150.00,100.00,51.79,82.41,0,3.09,1.42,0,0,0,0,0,22
61,3.15,9,3,2,3,80.00,150.00,100.00,49.20,81.04,0,3.14,1.48,0,0,0,0,0,22
62,3.20,9,3,2,3,80.00,150.00,100.00,46.62,79.66,0,3.20,1.53,0,0,0,0,0,22
63,3.25,9,4,2,3,80.00,150.00,100.00,44.04,78.27,0,3.25,1.58,0,0,0,0,0,22
64,3.30,7,2,2,3,80.00,150.00,100.00,50.33,95.58,0,3.30,1.63,0,2,2,2,0,15
65,3.35,7,1,2,3,80.00,150.00,100.00,50.46,98.27,0,3.35,1.68,0,0,1,1,0,16
66,3.40,7,1,2,3,80.00,150.00,100.00,48.70,99.50,0,3.40,1.73,0,0,1,0,0,16
67,3.45,7,1,2,3,80.00,150.00,100.00,46.12,99.68,0,3.45,1.78,0,0,0,0,0,16
68,3.51,7,0,2,3,80.00,150.00,100.00,44.02,100.00,0,3.50,1.84,0,0,1,1,0,17
69,3.56,7,0,2,3,80.00,150.00,100.00,41.44,100.00,0,3.56,1.89,0,0,0,0,0,17
70,3.61,6,1,2,3,80.00,150.00,100.00,45.61,99.58,0,3.61,1.94,0,1,0,0,0,16
71,3.66,6,0,2,3,80.00,150.00,100.00,45.64,98.89,0,3.66,1.99,0,0,1,1,0,17
72,3.71,6,0,1,3,80.00,150.00,100.00,43.06,100.00,0,3.71,1.95,0,0,0,0,0,17
73,3.76,6,0,0,3,80.00,150.00,100.00,40.47,100.00,0,3.76,0.00,0,0,0,0,0,17
74,3.82,5,0,0,3,80.00,150.00,100.00,45.87,100.00,0,3.81,0.00,0,1,0,0,0,16
75,3.87,5,0,0,3,80.00,150.00,100.00,43.28,100.00,0,3.87,0.00,0,0,0,0,0,16
76,3.92,5,0,0,3,80.00,150.00,100.00,40.70,100.00,0,3.92,0.00,0,0,0,0,0,16
77,3.97,5,0,0,3,80.00,150.00,100.00,38.12,100.00,0,3.97,0.00,0,0,0,0,0,16
78,4.02,4,0,0,3,80.00,150.00,100.00,44.69,100.00,0,4.02,0.00,0,1,0,0,0,15
79,4.07,4,0,0,3,80.00,150.00,100.00,42.10,100.00,0,4.07,0.00,0,0,0,0,0,15
80,4.13,4,0,0,3,80.00,150.00,100.00,39.52,100.00,0,4.12,0.00,0,0,0,0,0,15
81,4.18,3,0,0,3,80.00,150.00,100.00,50.11,100.00,0,4.18,0.00,0,1,0,0,0,12
82,4.23,3,0,0,3,80.00,150.00,100.00,47.53,100.00,0,4.23,0.00,0,0,0,0,0,12
83,4.28,3,0,0,3,80.00,150.00,100.00,44.94,100.00,0,4.28,0.00,0,0,0,0,0,12
84,4.33,3,0,0,3,80.00,150.00,100.00,42.36,100.00,0,4.33,0.00,0,0,0,0,0,12
85,4.38,3,0,0,3,80.00,150.00,100.00,39.78,100.00,0,4.38,0.00,0,0,0,0,0,12
86,4.44,3,0,0,3,80.00,150.00,100.00,37.19,100.00,0,4.43,0.00,0,0,0,0,0,12
87,4.49,2,0,0,3,80.00,150.00,100.00,53.04,100.00,0,4.49,0.00,0,1,0,0,0,9
88,4.54,2,0,0,3,80.00,150.00,100.00,50.46,100.00,0,4.54,0.00,0,0,0,0,0,9
89,4.59,2,0,0,3,80.00,150.00,100.00,47.88,100.00,0,4.59,0.00,0,0,0,0,0,9
90,4.64,2,0,0,3,80.00,150.00,100.00,45.29,100.00,0,4.64,0.00,0,0,0,0,0,9
91,4.69,2,0,0,3,80.00,150.00,100.00,42.71,100.00,0,4.69,0.00,0,0,0,0,0,9
92,4.75,2,0,0,3,80.00,150.00,100.00,40.13,100.00,0,4.74,0.00,0,0,0,0,0,9
93,4.80,2,0,0,3,80.00,150.00,100.00,37.54,100.00,0,4.80,0.00,0,0,0,0,0,9
94,4.85,2,0,0,3,80.00,150.00,100.00,34.96,100.00,0,4.85,0.00,0,0,0,0,0,9
95,4.90,2,0,0,3,80.00,150.00,100.00,32.38,100.00,0,4.90,0.00,0,0,0,0,0,9
96,4.95,2,0,0,3,80.00,150.00,100.00,29.79,100.00,0,4.95,0.00,0,0,0,0,0,9
97,5.00,2,0,0,3,80.00,150.00,100.00,27.21,100.00,0,5.00,0.00,0,0,0,0,0,9
98,5.06,2,0,0,3,80.00,150.00,100.00,24.63,100.00,0,5.05,0.00,0,0,0,0,0,9
99,5.11,2,0,0,3,80.00,150.00,100.00,22.04,100.00,0,5.11,0.00,0,0,0,0,0,9
100,5.16,2,0,0,3,80.00,150.00,100.00,19.46,100.00,0,5.16,0.00,0,0,0,0,0,9
101,5.21,2,0,0,3,80.00,150.00,100.00,16.88,100.00,0,5.21,0.00,0,0,0,0,0,9
102,5.26,2,0,0,3,80.00,150.00,100.00,14.29,100.00,0,5.26,0.00,0,0,0,0,0,9
103,5.31,2,0,0,3,80.00,150.00,100.00,11.71,100.00,0,5.31,0.00,0,0,0,0,0,9
104,5.37,2,0,0,3,80.00,150.00,100.00,9.13,100.00,0,5.36,0.00,0,0,0,0,0,9
105,5.42,2,0,0,3,80.00,150.00,100.00,6.54,100.00,0,5.42,0.00,0,0,0,0,0,9
106,5.47,1,0,0,3,80.00,150.00,100.00,8.33,100.00,0,5.47,0.00,0,1,0,0,0,5
107,5.52,1,0,0,3,80.00,150.00,100.00,5.75,100.00,0,5.52,0.00,0,0,0,0,0,5
108,5.57,1,0,0,3,80.00,150.00,100.00,3.17,100.00,0,5.57,0.00,0,0,0,0,0,5
109,5.62,1,0,0,3,80.00,150.00,100.00,0.58,100.00,0,5.62,0.00,0,0,0,0,0,5
110,5.68,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,1,0,0,0,0
111,5.73,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0
112,5.78,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0
113,5.83,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0
114,5.88,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0
115,5.93,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0
116,5.99,0,0,0,3,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0,0,0,0,0,0
