epoch,year,population,food,bushes,water,avg_speed,avg_vision,avg_reproduction,avg_hunger,avg_thirst,max_generation,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
25,1.28,16,17,33,3,80.00,150.00,200.00,93.10,90.30,0,1.28,1.28,0,4,8,4,2,34
26,1.34,16,20,37,3,80.00,150.00,200.00,91.47,92.82,0,1.34,1.33,0,0,4,2,4,32
27,1.39,16,19,37,3,80.00,150.00,200.00,91.99,91.02,0,1.39,1.39,0,0,7,4,0,36
28,1.44,16,17,37,3,80.00,150.00,200.00,90.81,89.93,0,1.44,1.44,0,0,3,1,0,37
29,1.49,16,25,40,3,80.00,150.00,200.00,91.96,89.88,0,1.49,1.49,0,0,6,3,3,37
30,1.54,16,22,40,3,80.00,150.00,200.00,93.03,91.01,0,1.54,1.54,0,0,10,4,0,41
31,1.59,16,24,41,3,80.00,150.00,200.00,96.01,90.67,0,1.59,1.59,0,0,6,3,1,43
32,1.65,15,24,43,3,80.00,150.00,200.00,95.83,95.00,0,1.65,1.64,0,1,8,2,2,42
33,1.70,15,25,44,3,80.00,150.00,200.00,95.32,97.28,0,1.70,1.70,0,0,5,3,1,44
34,1.75,15,22,45,3,80.00,150.00,200.00,96.05,96.28,0,1.75,1.75,0,0,10,4,1,47
35,1.80,15,26,46,3,80.00,150.00,200.00,96.01,96.11,0,1.80,1.80,0,0,5,1,1,47
36,1.85,15,22,46,3,80.00,150.00,200.00,93.68,94.98,0,1.85,1.85,0,0,8,5,0,52
37,1.90,15,27,48,3,80.00,150.00,200.00,94.52,94.36,0,1.90,1.90,0,0,7,3,2,53
38,1.96,15,29,49,3,80.00,150.00,200.00,96.98,97.43,0,1.96,1.95,0,0,11,4,1,56
39,2.01,15,27,53,3,80.00,150.00,200.00,97.46,96.60,0,2.01,2.01,0,0,13,3,4,55
40,2.06,15,26,55,3,80.00,150.00,200.00,97.69,97.01,0,2.06,2.06,0,0,9,6,2,59
41,2.11,15,29,55,3,80.00,150.00,200.00,97.08,97.21,0,2.11,2.11,0,0,7,3,0,62
42,2.16,15,25,55,3,80.00,150.00,200.00,96.98,96.31,0,2.16,2.16,0,0,9,7,0,69
43,2.21,15,29,55,3,80.00,150.00,200.00,95.64,94.98,0,2.21,2.21,0,0,4,2,0,71
44,2.27,15,33,57,3,80.00,150.00,200.00,96.27,95.25,0,2.26,2.26,0,0,12,6,2,75
45,2.32,15,31,58,3,80.00,150.00,200.00,96.16,96.62,0,2.32,2.32,0,0,11,7,1,81
46,2.37,15,34,58,3,80.00,150.00,200.00,95.73,97.49,0,2.37,2.37,0,0,7,3,0,84
47,2.42,15,33,58,3,80.00,150.00,200.00,96.36,96.83,0,2.42,2.42,0,0,8,1,0,85
48,2.47,15,33,59,3,80.00,150.00,200.00,97.32,96.34,0,2.47,2.47,0,0,9,7,1,91
49,2.52,15,38,62,3,80.00,150.00,200.00,96.84,97.34,0,2.52,2.52,0,0,8,2,3,90
50,2.58,15,37,63,3,80.00,150.00,200.00,98.32,96.91,0,2.57,2.57,0,0,16,9,1,98
51,2.63,15,38,63,3,80.00,150.00,200.00,96.92,97.32,0,2.63,2.63,0,0,5,3,0,101
52,2.68,15,36,66,3,80.00,150.00,200.00,97.82,96.82,0,2.68,2.68,0,0,12,4,3,102
53,2.73,15,42,67,3,80.00,150.00,200.00,95.91,97.00,0,2.73,2.73,0,0,4,3,1,104
54,2.78,15,43,68,3,80.00,150.00,200.00,97.59,96.73,0,2.78,2.78,0,0,14,7,1,110
55,2.83,15,39,71,3,80.00,150.00,200.00,98.03,97.96,0,2.83,2.83,0,0,13,7,3,114
56,2.89,15,41,71,3,80.00,150.00,200.00,97.51,97.36,0,2.88,2.88,0,0,10,7,0,121
57,2.94,15,39,73,3,80.00,150.00,200.00,97.35,98.02,0,2.94,2.94,0,0,14,7,2,126
58,2.99,15,37,76,3,80.00,150.00,200.00,97.93,97.01,0,2.99,2.99,0,0,14,9,3,132
59,3.04,15,38,77,3,80.00,150.00,200.00,97.23,97.26,0,3.04,3.04,0,0,9,5,1,136
60,3.10,15,36,79,3,80.00,150.00,200.00,96.27,97.24,0,3.11,3.07,0,0,11,4,2,138
61,3.15,15,42,79,3,80.00,150.00,200.00,97.13,97.99,0,3.16,3.13,0,0,16,6,0,144
62,3.21,15,41,82,3,80.00,150.00,200.00,97.43,97.81,0,3.22,3.18,0,0,12,6,3,147
63,3.26,15,43,83,3,80.00,150.00,200.00,96.58,96.63,0,3.27,3.23,0,0,13,8,1,154
64,3.31,15,41,84,3,80.00,150.00,200.00,97.74,96.36,0,3.32,3.29,0,0,12,8,1,161
65,3.37,15,44,84,3,80.00,150.00,200.00,98.44,97.80,0,3.38,3.34,0,0,16,6,0,167
66,3.42,15,46,85,3,80.00,150.00,200.00,97.65,98.17,0,3.43,3.39,0,0,12,5,1,171
67,3.47,15,43,86,3,80.00,150.00,200.00,98.23,97.16,0,3.48,3.45,0,0,14,7,1,177
68,3.53,15,44,86,3,80.00,150.00,200.00,97.13,97.87,0,3.54,3.50,0,0,10,6,0,183
69,3.58,15,49,87,3,80.00,150.00,200.00,96.77,96.86,0,3.59,3.55,0,0,9,3,1,185
70,3.63,15,46,87,3,80.00,150.00,200.00,96.54,97.51,0,3.64,3.61,0,0,14,6,0,191
71,3.69,15,44,89,3,80.00,150.00,200.00,97.49,96.64,0,3.70,3.66,0,0,16,7,2,196
72,3.74,15,45,91,3,80.00,150.00,200.00,98.57,97.38,0,3.75,3.71,0,0,19,10,2,204
73,3.79,15,42,91,3,80.00,150.00,200.00,97.83,97.06,0,3.80,3.77,0,0,14,5,0,209
74,3.85,15,46,94,3,80.00,150.00,200.00,98.13,98.24,0,3.86,3.82,0,0,16,5,3,211
75,3.90,15,44,95,3,80.00,150.00,200.00,98.84,97.72,0,3.91,3.87,0,0,19,7,1,217
76,3.95,15,44,97,3,80.00,150.00,200.00,97.96,98.03,0,3.96,3.93,0,0,12,6,2,221
77,4.01,15,50,97,3,80.00,150.00,200.00,97.37,98.53,0,4.02,3.98,0,0,14,9,0,230
78,4.06,15,50,99,3,80.00,150.00,200.00,98.01,97.46,0,4.07,4.03,0,0,15,6,2,234
79,4.11,15,51,101,3,80.00,150.00,200.00,97.60,97.90,0,4.12,4.09,0,0,17,9,2,241
80,4.17,15,48,102,3,80.00,150.00,200.00,98.69,97.26,0,4.18,4.14,0,0,16,6,1,246
81,4.22,15,54,103,3,80.00,150.00,200.00,97.80,97.45,0,4.23,4.19,0,0,11,5,1,250
82,4.27,15,54,106,3,80.00,150.00,200.00,98.38,97.90,0,4.28,4.25,0,0,17,10,3,257
83,4.33,15,58,106,3,80.00,150.00,200.00,98.11,98.04,0,4.34,4.30,0,0,13,10,0,267
84,4.38,15,59,107,3,80.00,150.00,200.00,97.92,98.76,0,4.39,4.35,0,0,16,8,1,274
85,4.43,15,62,109,3,80.00,150.00,200.00,98.19,98.20,0,4.44,4.41,0,0,17,8,2,280
86,4.49,15,58,110,3,80.00,150.00,200.00,98.83,97.83,0,4.50,4.46,0,0,22,9,1,288
87,4.54,15,57,111,3,80.00,150.00,200.00,98.14,97.51,0,4.55,4.51,0,0,20,13,1,300
88,4.59,15,60,111,3,80.00,150.00,200.00,98.51,96.57,0,4.60,4.57,0,0,16,5,0,305
89,4.65,15,62,112,3,80.00,150.00,200.00,97.57,98.77,0,4.66,4.62,0,0,12,2,1,306
90,4.70,15,63,114,3,80.00,150.00,200.00,97.91,97.63,0,4.71,4.67,0,0,14,6,2,310
91,4.75,15,62,115,3,80.00,150.00,200.00,97.79,97.96,0,4.76,4.73,0,0,13,6,1,315
92,4.81,15,72,116,3,80.00,150.00,200.00,98.41,98.21,0,4.82,4.78,0,0,17,6,1,320
93,4.86,15,73,118,3,80.00,150.00,200.00,98.16,98.92,0,4.87,4.83,0,0,14,6,2,324
94,4.91,15,74,120,3,80.00,150.00,200.00,98.66,98.74,0,4.92,4.89,0,0,19,9,2,331
95,4.97,15,74,122,3,80.00,150.00,200.00,98.75,98.61,0,4.98,4.94,0,0,21,10,2,339
96,5.02,15,83,122,3,80.00,150.00,200.00,98.12,98.36,0,5.03,4.99,0,0,14,4,0,343
97,5.07,15,76,124,3,80.00,150.00,200.00,98.38,98.45,0,5.08,5.05,0,0,15,5,2,346
98,5.13,15,84,126,3,80.00,150.00,200.00,98.53,98.40,0,5.14,5.10,0,0,22,8,2,352
99,5.18,15,84,126,3,80.00,150.00,200.00,98.75,98.15,0,5.19,5.15,0,0,19,11,0,363
100,5.23,15,86,126,3,80.00,150.00,200.00,98.44,98.15,0,5.24,5.21,0,0,16,9,0,372
101,5.29,15,86,126,3,80.00,150.00,200.00,98.10,98.64,0,5.30,5.26,0,0,17,8,0,380
102,5.34,15,87,127,3,80.00,150.00,200.00,98.27,98.74,0,5.35,5.31,0,0,21,11,1,390
103,5.39,15,85,129,3,80.00,150.00,200.00,98.40,97.69,0,5.40,5.37,0,0,18,9,2,397
104,5.45,15,84,132,3,80.00,150.00,200.00,97.03,98.36,0,5.46,5.42,0,0,19,8,3,402
105,5.50,15,85,133,3,80.00,150.00,200.00,97.28,98.33,0,5.51,5.47,0,0,21,11,1,412
106,5.55,15,92,134,3,80.00,150.00,200.00,96.97,98.58,0,5.56,5.53,0,0,22,14,1,425
107,5.61,15,92,137,3,80.00,150.00,200.00,96.53,97.66,0,5.62,5.58,0,0,20,8,3,430
108,5.66,15,85,139,3,80.00,150.00,200.00,98.34,98.10,0,5.67,5.63,0,0,19,11,2,439
109,5.71,15,84,141,3,80.00,150.00,200.00,98.27,98.30,0,5.72,5.69,0,0,14,9,2,446
110,5.77,15,93,141,3,80.00,150.00,200.00,98.81,98.19,0,5.78,5.74,0,0,22,9,0,455
111,5.82,15,91,143,3,80.00,150.00,200.00,98.89,98.91,0,5.83,5.79,0,0,27,16,2,469
112,5.87,15,97,145,3,80.00,150.00,200.00,98.18,98.50,0,5.88,5.85,0,0,15,8,2,475
113,5.93,15,92,145,3,80.00,150.00,200.00,98.57,98.76,0,5.94,5.90,0,0,22,11,0,486
114,5.98,15,90,146,3,80.00,150.00,200.00,98.04,98.42,0,5.99,5.95,0,0,14,4,1,489
115,6.03,15,95,146,3,80.00,150.00,200.00,98.63,98.40,0,6.04,6.01,0,0,24,5,0,494
116,6.09,15,101,147,3,80.00,150.00,200.00,98.77,98.28,0,6.10,6.06,0,0,20,10,1,503
117,6.14,15,105,150,3,80.00,150.00,200.00,97.44,98.22,0,6.15,6.11,0,0,24,11,3,511
118,6.19,15,106,150,3,80.00,150.00,200.00,96.87,97.88,0,6.20,6.17,0,0,18,11,0,522
119,6.25,15,105,150,3,80.00,150.00,200.00,96.88,98.02,0,6.26,6.22,0,0,22,12,0,534
120,6.30,15,108,151,3,80.00,150.00,200.00,96.41,98.12,0,6.31,6.27,0,0,18,11,1,544
121,6.35,15,116,151,3,80.00,150.00,200.00,98.53,97.67,0,6.36,6.33,0,0,24,15,0,559
122,6.41,15,114,154,3,80.00,150.00,200.00,98.06,98.34,0,6.42,6.38,0,0,18,4,3,560
123,6.46,15,112,156,3,80.00,150.00,200.00,96.21,98.28,0,6.47,6.43,0,0,27,13,2,571
124,6.51,15,108,156,3,80.00,150.00,200.00,98.40,98.34,0,6.52,6.49,0,0,25,13,0,584
125,6.57,15,112,156,3,80.00,150.00,200.00,98.12,97.88,0,6.58,6.54,0,0,20,11,0,595
126,6.62,15,120,158,3,80.00,150.00,200.00,98.16,98.30,0,6.63,6.59,0,0,19,12,2,605
127,6.67,15,119,159,3,80.00,150.00,200.00,98.46,98.01,0,6.68,6.65,0,0,22,12,1,616
128,6.73,15,118,159,3,80.00,150.00,200.00,98.38,97.47,0,6.74,6.70,0,0,20,9,0,625
129,6.78,15,126,160,3,80.00,150.00,200.00,98.40,98.19,0,6.79,6.75,0,0,16,12,1,636
130,6.83,15,127,164,3,80.00,150.00,200.00,98.09,98.28,0,6.84,6.81,0,0,26,12,4,644
131,6.89,15,122,164,3,80.00,150.00,200.00,98.32,97.88,0,6.90,6.86,0,0,24,9,0,653
132,6.94,15,134,166,3,80.00,150.00,200.00,97.97,97.31,0,6.95,6.91,0,0,18,7,2,658
133,6.99,15,129,167,3,80.00,150.00,200.00,97.83,96.57,0,7.00,6.97,0,0,27,10,1,667
134,7.05,15,128,168,3,80.00,150.00,200.00,98.31,98.34,0,7.06,7.02,0,0,22,15,1,681
135,7.10,15,132,169,3,80.00,150.00,200.00,98.59,98.48,0,7.11,7.07,0,0,24,17,1,697
136,7.15,15,135,173,3,80.00,150.00,200.00,98.70,98.88,0,7.16,7.13,0,0,25,8,4,701
137,7.21,15,131,173,3,80.00,150.00,200.00,98.97,99.00,0,7.22,7.18,0,0,27,19,0,720
138,7.26,15,132,174,3,80.00,150.00,200.00,98.86,98.45,0,7.27,7.23,0,0,21,8,1,727
139,7.31,15,137,174,3,80.00,150.00,200.00,98.20,98.47,0,7.32,7.29,0,0,19,10,0,737
140,7.37,15,143,176,3,80.00,150.00,200.00,98.08,98.52,0,7.38,7.34,0,0,22,13,2,748
141,7.42,15,143,177,3,80.00,150.00,200.00,99.16,98.77,0,7.43,7.39,0,0,31,14,1,761
142,7.47,15,147,178,3,80.00,150.00,200.00,98.82,98.92,0,7.48,7.45,0,0,22,11,1,771
143,7.53,15,145,178,3,80.00,150.00,200.00,98.81,99.23,0,7.54,7.50,0,0,23,10,0,781
144,7.58,15,151,178,3,80.00,150.00,200.00,98.84,98.82,0,7.59,7.55,0,0,23,14,0,795
145,7.63,15,152,179,3,80.00,150.00,200.00,98.73,98.76,0,7.64,7.61,0,0,19,10,1,804
146,7.69,15,161,179,3,80.00,150.00,200.00,98.38,98.11,0,7.70,7.66,0,0,21,10,0,814
147,7.74,15,166,183,3,80.00,150.00,200.00,98.80,98.99,0,7.75,7.71,0,0,23,10,4,820
148,7.79,15,176,185,3,80.00,150.00,200.00,98.12,98.79,0,7.80,7.77,0,0,22,11,2,829
149,7.85,15,174,186,3,80.00,150.00,200.00,98.74,98.59,0,7.86,7.82,0,0,25,13,1,841
150,7.90,15,176,187,3,80.00,150.00,200.00,98.77,98.72,0,7.91,7.87,0,0,23,13,1,853
151,7.95,15,176,191,3,80.00,150.00,200.00,98.58,98.55,0,7.96,7.93,0,0,23,14,4,863
152,8.01,15,184,192,3,80.00,150.00,200.00,98.03,97.67,0,8.02,7.98,0,0,19,7,1,869
153,8.06,15,186,193,3,80.00,150.00,200.00,98.57,98.27,0,8.07,8.03,0,0,22,7,1,875
154,8.11,15,189,197,3,80.00,150.00,200.00,97.53,99.11,0,8.12,8.09,0,0,31,19,4,890
155,8.17,15,190,197,3,80.00,150.00,200.00,98.89,98.78,0,8.18,8.14,0,0,30,20,0,910
156,8.22,15,188,200,3,80.00,150.00,200.00,99.04,98.93,0,8.23,8.19,0,0,27,5,3,912
157,8.27,15,190,201,3,80.00,150.00,200.00,98.36,98.54,0,8.28,8.25,0,0,22,7,1,918
158,8.33,15,195,201,3,80.00,150.00,200.00,98.72,99.11,0,8.34,8.30,0,0,27,13,0,931
159,8.38,15,191,203,3,80.00,150.00,200.00,98.80,98.02,0,8.39,8.35,0,0,26,14,2,943
160,8.43,15,202,204,3,80.00,150.00,200.00,97.09,97.21,0,8.44,8.41,0,0,17,10,1,952
161,8.49,15,197,206,3,80.00,150.00,200.00,98.73,97.85,0,8.50,8.46,0,0,39,23,2,973
162,8.54,15,203,206,3,80.00,150.00,200.00,98.42,98.34,0,8.55,8.51,0,0,22,9,0,982
163,8.59,15,211,207,3,80.00,150.00,200.00,98.56,98.89,0,8.60,8.57,0,0,21,9,1,990
164,8.65,15,206,209,3,80.00,150.00,200.00,99.03,99.07,0,8.66,8.62,0,0,26,16,2,1004
165,8.70,15,203,209,3,80.00,150.00,200.00,98.53,98.84,0,8.71,8.67,0,0,25,12,0,1016
166,8.75,15,211,209,3,80.00,150.00,200.00,98.67,98.83,0,8.76,8.73,0,0,30,15,0,1031
167,8.81,15,208,211,3,80.00,150.00,200.00,99.04,98.62,0,8.82,8.78,0,0,30,14,2,1043
168,8.86,15,209,212,3,80.00,150.00,200.00,98.41,98.99,0,8.87,8.83,0,0,23,11,1,1053
169,8.91,15,212,215,3,80.00,150.00,200.00,98.61,98.74,0,8.92,8.89,0,0,26,13,3,1063
170,8.97,15,219,217,3,80.00,150.00,200.00,99.04,99.14,0,8.98,8.94,0,0,32,14,2,1075
171,9.02,15,216,217,3,80.00,150.00,200.00,98.68,99.26,0,9.03,8.99,0,0,26,14,0,1089
172,9.07,15,214,219,3,80.00,150.00,200.00,98.98,98.69,0,9.08,9.05,0,0,27,12,2,1099
173,9.13,15,217,220,3,80.00,150.00,200.00,98.71,98.52,0,9.14,9.10,0,0,26,12,1,1110
174,9.18,15,220,221,3,80.00,150.00,200.00,98.68,98.63,0,9.19,9.15,0,0,25,10,1,1119
175,9.23,15,225,226,3,80.00,150.00,200.00,97.49,99.06,0,9.24,9.21,0,0,32,18,5,1132
176,9.29,15,224,226,3,80.00,150.00,200.00,98.51,98.44,0,9.30,9.26,0,0,24,8,0,1140
177,9.34,15,228,226,3,80.00,150.00,200.00,98.17,98.36,0,9.35,9.31,0,0,20,15,0,1155
178,9.39,15,231,228,3,80.00,150.00,200.00,97.76,98.37,0,9.40,9.37,0,0,33,16,2,1169
179,9.45,15,244,230,3,80.00,150.00,200.00,98.81,98.40,0,9.46,9.42,0,0,22,14,2,1181
180,9.50,15,245,232,3,80.00,150.00,200.00,98.39,98.31,0,9.51,9.47,0,0,26,20,2,1199
181,9.55,15,241,232,3,80.00,150.00,200.00,98.22,98.15,0,9.56,9.53,0,0,30,12,0,1211
182,9.61,15,232,233,3,80.00,150.00,200.00,98.51,99.24,0,9.62,9.58,0,0,36,14,1,1224
183,9.66,15,238,234,3,80.00,150.00,200.00,98.70,98.95,0,9.67,9.63,0,0,29,13,1,1236
184,9.71,15,236,235,3,80.00,150.00,200.00,98.63,99.29,0,9.72,9.69,0,0,28,15,1,1250
185,9.77,15,244,236,3,80.00,150.00,200.00,98.94,99.00,0,9.78,9.74,0,0,30,18,1,1267
186,9.82,15,237,237,3,80.00,150.00,200.00,98.83,98.56,0,9.83,9.79,0,0,24,10,1,1276
187,9.87,15,240,238,3,80.00,150.00,200.00,99.22,98.93,0,9.88,9.85,0,0,31,18,1,1293
188,9.93,15,243,238,3,80.00,150.00,200.00,99.02,98.68,0,9.94,9.90,0,0,34,19,0,1312
189,9.98,15,249,238,3,80.00,150.00,200.00,98.40,98.18,0,9.99,9.95,0,0,23,14,0,1326
190,10.03,15,255,239,3,80.00,150.00,200.00,98.63,98.88,0,10.04,10.01,0,0,30,19,1,1344
191,10.09,15,254,241,3,80.00,150.00,200.00,98.68,99.17,0,10.10,10.06,0,0,30,14,2,1356
192,10.14,15,261,245,3,80.00,150.00,200.00,98.86,98.79,0,10.15,10.11,0,0,26,12,4,1364
193,10.19,15,259,247,3,80.00,150.00,200.00,98.96,99.04,0,10.20,10.17,0,0,32,11,2,1373
194,10.25,15,262,247,3,80.00,150.00,200.00,98.56,98.57,0,10.26,10.22,0,0,27,15,0,1388
195,10.30,15,277,248,3,80.00,150.00,200.00,98.46,98.17,0,10.31,10.27,0,0,31,10,1,1397
196,10.35,15,278,249,3,80.00,150.00,200.00,99.11,98.89,0,10.36,10.33,0,0,31,13,1,1409
197,10.41,15,279,250,3,80.00,150.00,200.00,98.88,98.92,0,10.42,10.38,0,0,27,19,1,1427
198,10.46,15,279,252,3,80.00,150.00,200.00,99.13,98.96,0,10.47,10.43,0,0,29,14,2,1439
199,10.51,15,276,255,3,80.00,150.00,200.00,98.77,98.98,0,10.52,10.49,0,0,32,15,3,1451
200,10.57,15,281,256,3,80.00,150.00,200.00,99.11,99.46,0,10.58,10.54,0,0,37,20,1,1470
201,10.62,15,282,256,3,80.00,150.00,200.00,99.00,99.15,0,10.63,10.59,0,0,37,16,0,1486
202,10.67,15,291,256,3,80.00,150.00,200.00,98.86,98.57,0,10.68,10.65,0,0,25,13,0,1499
203,10.73,15,284,258,3,80.00,150.00,200.00,98.47,98.51,0,10.74,10.70,0,0,31,18,2,1515
204,10.78,15,291,259,3,80.00,150.00,200.00,98.15,98.29,0,10.79,10.75,0,0,26,12,1,1526
205,10.83,15,285,259,3,80.00,150.00,200.00,98.51,98.71,0,10.84,10.81,0,0,33,22,0,1548
206,10.89,15,295,260,3,80.00,150.00,200.00,98.51,98.93,0,10.90,10.86,0,0,26,13,1,1560
207,10.94,15,299,262,3,80.00,150.00,200.00,98.61,98.76,0,10.95,10.91,0,0,31,15,2,1573
208,10.99,15,308,264,3,80.00,150.00,200.00,99.17,98.83,0,11.00,10.97,0,0,31,19,2,1590
209,11.05,15,315,266,3,80.00,150.00,200.00,98.87,98.22,0,11.06,11.02,0,0,30,14,2,1602
210,11.10,15,306,268,3,80.00,150.00,200.00,99.01,98.12,0,11.11,11.07,0,0,34,12,2,1612
211,11.15,15,305,268,3,80.00,150.00,200.00,99.02,98.76,0,11.16,11.13,0,0,28,13,0,1625
212,11.21,15,316,270,3,80.00,150.00,200.00,99.28,99.20,0,11.22,11.18,0,0,32,16,2,1639
213,11.26,15,315,271,3,80.00,150.00,200.00,99.21,99.00,0,11.27,11.23,0,0,38,17,1,1655
214,11.31,15,317,272,3,80.00,150.00,200.00,99.02,99.28,0,11.32,11.29,0,0,32,19,1,1673
215,11.37,15,312,272,3,80.00,150.00,200.00,99.31,99.12,0,11.38,11.34,0,0,34,12,0,1685
216,11.42,15,310,273,3,80.00,150.00,200.00,98.97,99.17,0,11.43,11.39,0,0,36,13,1,1697
217,11.47,15,314,275,3,80.00,150.00,200.00,99.21,98.89,0,11.48,11.45,0,0,33,14,2,1709
218,11.53,15,317,278,3,80.00,150.00,200.00,98.84,98.75,0,11.54,11.50,0,0,29,12,3,1718
219,11.58,15,325,279,3,80.00,150.00,200.00,98.56,98.43,0,11.59,11.55,0,0,34,15,1,1732
220,11.63,15,322,280,3,80.00,150.00,200.00,99.29,98.31,0,11.64,11.61,0,0,36,17,1,1748
221,11.69,15,320,283,3,80.00,150.00,200.00,99.23,99.35,0,11.70,11.66,0,0,36,21,3,1766
222,11.74,15,320,283,3,80.00,150.00,200.00,98.93,98.77,0,11.75,11.71,0,0,35,20,0,1786
223,11.79,15,330,283,3,80.00,150.00,200.00,98.80,98.77,0,11.80,11.77,0,0,32,19,0,1805
224,11.85,15,323,283,3,80.00,150.00,200.00,99.03,98.23,0,11.86,11.82,0,0,35,19,0,1824
225,11.90,15,320,285,3,80.00,150.00,200.00,98.93,98.61,0,11.91,11.87,0,0,29,11,2,1833
226,11.95,15,326,286,3,80.00,150.00,200.00,99.08,98.44,0,11.96,11.93,0,0,33,17,1,1849
227,12.01,15,320,288,3,80.00,150.00,200.00,98.99,99.24,0,12.02,11.98,0,0,34,18,2,1865
228,12.06,15,292,274,3,80.00,150.00,200.00,98.44,98.92,0,12.07,11.84,0,0,30,14,1,1878
229,12.11,15,297,275,3,80.00,150.00,200.00,98.84,98.89,0,12.12,11.90,0,0,43,22,1,1899
230,12.17,15,297,276,3,80.00,150.00,200.00,99.40,99.22,0,12.18,11.95,0,0,36,21,1,1919
231,12.22,15,295,275,3,80.00,150.00,200.00,99.30,99.05,0,12.23,11.91,0,0,32,10,0,1929
232,12.27,15,283,276,3,80.00,150.00,200.00,95.02,99.45,0,12.28,11.96,0,0,39,17,1,1945
233,12.33,15,280,276,3,80.00,150.00,200.00,99.31,99.34,0,12.34,11.78,0,0,41,24,2,1967
234,12.38,15,284,279,3,80.00,150.00,200.00,99.10,98.92,0,12.39,11.83,0,0,34,16,3,1980
235,12.43,15,287,279,3,80.00,150.00,200.00,96.39,98.34,0,12.44,11.89,0,0,34,20,0,2000
236,12.49,15,281,280,3,80.00,150.00,200.00,99.18,98.94,0,12.50,11.94,0,0,39,13,1,2012
237,12.54,15,278,281,3,80.00,150.00,200.00,99.09,98.59,0,12.55,11.99,0,0,37,13,1,2024
238,12.59,15,279,281,3,80.00,150.00,200.00,99.08,98.38,0,12.60,11.99,0,0,32,16,1,2039
239,12.65,15,276,278,3,80.00,150.00,200.00,98.59,97.26,0,12.66,11.98,0,0,32,15,0,2054
240,12.70,15,281,278,3,80.00,150.00,200.00,99.19,99.30,0,12.71,11.93,0,0,36,10,2,2062
241,12.75,15,275,280,3,80.00,150.00,200.00,99.11,98.93,0,12.76,11.98,0,0,39,21,2,2081
242,12.81,15,284,281,3,80.00,150.00,200.00,99.07,99.21,0,12.82,11.96,0,0,31,20,2,2099
243,12.86,15,288,282,3,80.00,150.00,200.00,98.95,99.25,0,12.87,11.99,0,0,32,16,2,2113
244,12.91,15,287,283,3,80.00,150.00,200.00,99.09,99.04,0,12.92,11.96,0,0,40,21,2,2132
