epoch,year,population,food,bushes,water,avg_speed,avg_vision,avg_reproduction,avg_hunger,avg_thirst,max_generation,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
30,1.54,19,23,15,3,80.00,150.00,100.00,72.94,91.05,0,1.54,1.54,0,0,1,0,0,26
31,1.59,19,24,16,3,80.00,150.00,100.00,73.12,93.02,0,1.59,1.59,0,0,3,3,1,28
32,1.65,19,21,16,3,80.00,150.00,100.00,75.47,91.52,0,1.65,1.64,0,0,4,2,0,30
33,1.70,19,21,17,3,80.00,150.00,100.00,74.70,91.24,0,1.70,1.70,0,0,2,2,1,31
34,1.75,19,23,17,3,80.00,150.00,100.00,72.80,91.63,0,1.75,1.75,0,0,1,1,0,32
35,1.80,19,25,18,3,80.00,150.00,100.00,70.79,92.42,0,1.80,1.80,0,0,1,0,1,31
36,1.85,19,23,18,3,80.00,150.00,100.00,72.20,93.94,0,1.85,1.85,0,0,3,1,0,32
37,1.90,19,21,18,3,80.00,150.00,100.00,74.43,93.24,0,1.90,1.90,0,0,4,2,0,34
38,1.96,19,20,18,3,80.00,150.00,100.00,71.46,92.30,0,1.96,1.95,0,0,2,1,0,35
39,2.01,16,1,3,3,80.00,150.00,100.00,84.31,91.88,0,2.01,0.44,0,3,2,1,0,36
40,2.06,16,0,3,3,80.00,150.00,100.00,83.88,91.97,0,2.06,0.49,0,0,2,0,0,36
41,2.11,16,1,3,3,80.00,150.00,100.00,81.30,94.42,0,2.11,0.55,0,0,0,0,0,36
42,2.16,16,2,4,3,80.00,150.00,100.00,79.59,94.68,0,2.16,0.60,0,0,1,0,1,35
43,2.21,16,0,4,3,80.00,150.00,100.00,79.56,98.04,0,2.21,0.65,0,0,2,2,0,37
44,2.27,16,1,4,3,80.00,150.00,100.00,76.98,97.67,0,2.26,0.70,0,0,0,0,0,37
45,2.32,16,1,4,3,80.00,150.00,100.00,74.40,97.60,0,2.32,0.75,0,0,0,0,0,37
46,2.37,16,1,4,3,80.00,150.00,100.00,75.06,98.11,0,2.37,0.80,0,0,3,0,0,37
47,2.42,16,1,4,3,80.00,150.00,100.00,72.47,98.32,0,2.42,0.86,0,0,0,0,0,37
48,2.47,16,1,4,3,80.00,150.00,100.00,69.89,97.55,0,2.47,0.91,0,0,0,0,0,37
49,2.52,16,1,4,3,80.00,150.00,100.00,67.31,96.77,0,2.52,0.96,0,0,0,0,0,37
50,2.58,16,2,4,3,80.00,150.00,100.00,64.72,95.78,0,2.57,1.01,0,0,0,0,0,37
51,2.63,16,2,4,3,80.00,150.00,100.00,62.14,96.29,0,2.63,1.06,0,0,0,0,0,37
52,2.68,16,0,4,3,80.00,150.00,100.00,65.10,95.00,0,2.68,1.12,0,0,2,1,0,38
53,2.73,16,3,4,3,80.00,150.00,100.00,62.60,97.16,0,2.73,1.16,0,0,0,0,0,38
