epoch,population,food,bushes,avg_speed,avg_vision,avg_reproduction,max_generation,oldest_age,births,deaths,food_eaten
1,20,15,15,50.00,100.00,500.00,0,0.50,0,0,0
2,20,13,15,50.00,100.00,500.00,0,1.00,0,0,2
3,20,9,15,50.00,100.00,500.00,0,1.50,0,0,4
4,20,6,15,50.00,100.00,500.00,0,2.02,0,0,3
5,20,6,15,50.00,100.00,500.00,0,2.53,0,0,2
6,20,7,15,50.00,100.00,500.00,0,3.05,0,0,0
7,20,10,15,50.00,100.00,500.00,0,3.57,0,0,2
8,20,14,15,50.00,100.00,500.00,0,4.08,0,0,2
9,20,11,15,50.00,100.00,500.00,0,4.60,0,0,4
10,20,10,15,50.00,100.00,500.00,0,5.12,0,0,1
11,20,12,15,50.00,100.00,500.00,0,5.63,0,0,1
12,20,13,15,50.00,100.00,500.00,0,6.15,0,0,3
13,20,13,15,50.00,100.00,500.00,0,6.67,0,0,2
14,20,15,15,50.00,100.00,500.00,0,7.18,0,0,2
15,20,15,15,50.00,100.00,500.00,0,7.70,0,0,3
16,20,15,15,50.00,100.00,500.00,0,8.22,0,0,0
17,20,15,15,50.00,100.00,500.00,0,8.73,0,0,1
18,20,15,15,50.00,100.00,500.00,0,9.25,0,0,2
19,20,19,15,50.00,100.00,500.00,0,9.77,0,0,0
20,12,18,15,50.00,100.00,500.00,0,10.28,0,8,3
21,12,18,15,50.00,100.00,500.00,0,10.80,0,0,1
22,12,17,15,50.00,100.00,500.00,0,11.32,0,0,2
23,12,16,15,50.00,100.00,500.00,0,11.83,0,0,3
24,12,17,15,50.00,100.00,500.00,0,12.35,0,0,1
25,12,17,15,50.00,100.00,500.00,0,12.87,0,0,4
26,12,19,15,50.00,100.00,500.00,0,13.38,0,0,0
27,12,19,15,50.00,100.00,500.00,0,13.90,0,0,1
28,12,17,15,50.00,100.00,500.00,0,14.42,0,0,2
29,10,17,15,50.00,100.00,500.00,0,15.18,0,2,2
30,10,18,15,50.00,100.00,500.00,0,15.72,0,0,1
31,10,20,15,50.00,100.00,500.00,0,16.25,0,0,2
32,10,19,15,50.00,100.00,500.00,0,16.78,0,0,2
33,11,17,15,50.54,101.01,498.68,1,17.32,1,0,3
34,11,17,15,50.54,101.01,498.68,1,17.85,0,0,1
35,12,17,15,51.06,101.75,498.46,1,18.38,1,0,2
36,12,17,15,51.06,101.75,498.46,1,18.92,0,0,2
37,12,16,15,51.06,101.75,498.46,1,19.45,0,0,2
38,12,17,15,51.06,101.75,498.46,1,19.98,0,0,2
39,12,17,15,51.06,101.75,498.46,1,20.52,0,0,1
40,12,16,15,51.06,101.75,498.46,1,21.05,0,0,3
41,12,15,15,51.06,101.75,498.46,1,21.58,0,0,2
42,12,16,15,51.06,101.75,498.46,1,22.12,0,0,1
43,12,15,15,51.06,101.75,498.46,1,22.65,0,0,2
44,12,16,15,51.06,101.75,498.46,1,23.18,0,0,3
45,12,16,15,51.06,101.75,498.46,1,23.72,0,0,1
46,12,16,15,51.06,101.75,498.46,1,24.25,0,0,2
47,12,18,15,51.06,101.75,498.46,1,24.78,0,0,1
48,11,17,15,51.16,101.91,498.32,1,25.32,0,1,2
49,11,18,15,51.16,101.91,498.32,1,25.85,0,0,2
50,11,17,15,51.16,101.91,498.32,1,26.38,0,0,1
51,11,18,15,51.16,101.91,498.32,1,26.92,0,0,2
52,11,19,15,51.16,101.91,498.32,1,27.45,0,0,0
53,11,19,15,51.16,101.91,498.32,1,27.98,0,0,2
54,11,19,15,51.16,101.91,498.32,1,28.52,0,0,0
55,11,21,15,51.16,101.91,498.32,1,29.05,0,0,2
56,11,22,15,51.16,101.91,498.32,1,29.58,0,0,2
57,11,23,15,51.16,101.91,498.32,1,30.12,0,0,3
58,11,21,15,51.16,101.91,498.32,1,30.65,0,0,4
59,11,22,15,51.16,101.91,498.32,1,31.18,0,0,1
60,11,20,15,51.16,101.91,498.32,1,31.72,0,0,2
61,11,19,15,51.16,101.91,498.32,1,32.25,0,0,1
62,11,22,15,51.16,101.91,498.32,1,32.78,0,0,0
63,11,22,15,51.16,101.91,498.32,1,33.32,0,0,4
64,11,21,15,51.16,101.91,498.32,1,33.85,0,0,1
65,11,18,15,51.16,101.91,498.32,1,34.38,0,0,5
66,11,18,15,51.16,101.91,498.32,1,34.92,0,0,2
67,11,18,15,51.16,101.91,498.32,1,35.45,0,0,0
68,11,20,15,51.16,101.91,498.32,1,35.98,0,0,1
69,11,20,15,51.16,101.91,498.32,1,36.52,0,0,2
70,10,21,15,50.68,100.99,499.61,1,37.05,0,1,1
71,10,19,15,50.68,100.99,499.61,1,37.58,0,0,3
72,10,18,15,50.68,100.99,499.61,1,38.12,0,0,1
73,10,17,15,50.68,100.99,499.61,1,38.65,0,0,3
74,10,19,15,50.68,100.99,499.61,1,39.18,0,0,0
75,10,19,15,50.68,100.99,499.61,1,39.72,0,0,4
76,10,18,15,50.68,100.99,499.61,1,40.25,0,0,2
77,10,16,15,50.68,100.99,499.61,1,40.78,0,0,3
78,10,16,15,50.68,100.99,499.61,1,41.32,0,0,2
79,10,17,15,50.68,100.99,499.61,1,41.85,0,0,0
80,10,18,15,50.68,100.99,499.61,1,42.38,0,0,1
81,10,19,15,50.68,100.99,499.61,1,42.92,0,0,1
82,10,21,15,50.68,100.99,499.61,1,43.45,0,0,1
83,10,20,15,50.68,100.99,499.61,1,43.98,0,0,4
84,10,20,15,50.68,100.99,499.61,1,44.52,0,0,1
85,11,19,15,51.68,100.88,499.79,2,45.05,1,0,2
86,11,17,15,51.68,100.88,499.79,2,45.58,0,0,2
87,12,20,15,52.35,99.54,499.15,2,46.12,1,0,2
88,12,18,15,52.35,99.54,499.15,2,46.65,0,0,3
89,13,16,15,52.43,99.68,499.08,2,47.18,1,0,5
90,13,17,15,52.43,99.68,499.08,2,47.72,0,0,1
91,13,18,15,52.43,99.68,499.08,2,48.25,0,0,0
92,13,20,15,52.43,99.68,499.08,2,48.78,0,0,0
93,13,20,15,52.43,99.68,499.08,2,49.32,0,0,3
94,13,21,15,52.43,99.68,499.08,2,49.85,0,0,1
95,13,20,15,52.43,99.68,499.08,2,50.38,0,0,1
96,13,18,15,52.43,99.68,499.08,2,50.92,0,0,3
97,13,19,15,52.43,99.68,499.08,2,51.45,0,0,0
98,13,20,15,52.43,99.68,499.08,2,51.98,0,0,1
99,13,22,15,52.43,99.68,499.08,2,52.52,0,0,1
100,13,23,15,52.43,99.68,499.08,2,53.05,0,0,1
101,13,21,15,52.43,99.68,499.08,2,53.58,0,0,2
102,13,22,15,52.43,99.68,499.08,2,54.12,0,0,1
103,13,20,15,52.43,99.68,499.08,2,54.65,0,0,4
104,13,20,15,52.43,99.68,499.08,2,55.18,0,0,2
105,13,20,15,52.43,99.68,499.08,2,55.72,0,0,2
106,13,20,15,52.43,99.68,499.08,2,56.25,0,0,3
107,12,21,15,52.35,99.54,499.15,2,56.78,0,1,0
108,12,22,15,52.35,99.54,499.15,2,57.32,0,0,0
109,12,22,15,52.35,99.54,499.15,2,57.85,0,0,1
110,13,23,15,52.89,99.04,500.07,2,58.38,1,0,2
111,13,21,15,52.89,99.04,500.07,2,58.92,0,0,4
