epoch,population,food,bushes,avg_speed,avg_vision,avg_reproduction,max_generation,oldest_age,births,deaths,food_eaten
1,20,13,15,50.00,100.00,500.00,0,0.50,0,0,2
2,20,12,15,50.00,100.00,500.00,0,1.00,0,0,1
3,20,10,15,50.00,100.00,500.00,0,1.50,0,0,2
4,20,6,15,50.00,100.00,500.00,0,2.02,0,0,4
5,20,6,15,50.00,100.00,500.00,0,2.53,0,0,1
6,20,7,15,50.00,100.00,500.00,0,3.05,0,0,1
7,20,11,15,50.00,100.00,500.00,0,3.57,0,0,3
8,20,12,15,50.00,100.00,500.00,0,4.08,0,0,4
9,20,10,15,50.00,100.00,500.00,0,4.60,0,0,2
10,20,10,15,50.00,100.00,500.00,0,5.12,0,0,2
11,20,8,15,50.00,100.00,500.00,0,5.63,0,0,3
12,20,9,15,50.00,100.00,500.00,0,6.15,0,0,3
13,20,9,15,50.00,100.00,500.00,0,6.67,0,0,2
14,20,10,15,50.00,100.00,500.00,0,7.18,0,0,3
15,20,6,15,50.00,100.00,500.00,0,8.07,0,0,5
16,20,6,15,50.00,100.00,500.00,0,8.60,0,0,3
17,20,7,15,50.00,100.00,500.00,0,9.13,0,0,3
18,20,8,15,50.00,100.00,500.00,0,9.67,0,0,2
19,11,9,15,50.00,100.00,500.00,0,10.20,0,9,0
20,11,9,15,50.00,100.00,500.00,0,10.73,0,0,3
21,9,9,15,50.00,100.00,500.00,0,11.27,0,2,2
22,9,10,15,50.00,100.00,500.00,0,11.80,0,0,2
23,6,11,15,50.00,100.00,500.00,0,12.33,0,3,2
24,6,12,15,50.00,100.00,500.00,0,12.87,0,0,2
25,5,13,15,50.00,100.00,500.00,0,13.40,0,1,1
26,5,14,15,50.00,100.00,500.00,0,13.93,0,0,1
27,5,15,15,50.00,100.00,500.00,0,14.47,0,0,1
28,5,16,15,50.00,100.00,500.00,0,15.00,0,0,2
29,5,18,15,50.00,100.00,500.00,0,15.53,0,0,0
30,5,19,15,50.00,100.00,500.00,0,16.07,0,0,2
31,5,20,15,50.00,100.00,500.00,0,16.60,0,0,1
32,5,22,15,50.00,100.00,500.00,0,17.15,0,0,0
33,5,23,15,50.00,100.00,500.00,0,17.67,0,0,2
34,5,22,15,50.00,100.00,500.00,0,18.20,0,0,4
35,5,21,15,50.00,100.00,500.00,0,18.73,0,0,3
36,3,21,15,50.00,100.00,500.00,0,19.27,0,2,2
37,3,21,15,50.00,100.00,500.00,0,19.80,0,0,0
38,3,22,15,50.00,100.00,500.00,0,20.33,0,0,1
39,3,23,15,50.00,100.00,500.00,0,20.87,0,0,2
40,3,21,15,50.00,100.00,500.00,0,21.40,0,0,3
41,3,23,15,50.00,100.00,500.00,0,21.93,0,0,0
42,3,24,15,50.00,100.00,500.00,0,22.47,0,0,3
43,3,23,15,50.00,100.00,500.00,0,23.00,0,0,1
44,3,25,15,50.00,100.00,500.00,0,23.53,0,0,0
