epoch,year,population,food,bushes,water,avg_generation,max_generation,avg_memory,avg_speed,avg_vision,avg_age,avg_hunger,avg_thirst,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
102,5.30,2,47,18,3,1.50,2,0.446,80.74,146.80,1.07,71.71,92.27,1.92,5.30,0,0,3,1,0,4
103,5.35,2,47,18,3,1.50,2,0.409,80.74,146.80,1.12,69.12,90.20,1.98,5.35,0,0,0,0,0,4
104,5.40,2,48,18,3,1.50,2,0.169,80.74,146.80,1.17,66.54,87.00,2.03,5.40,0,0,0,0,0,4
105,5.46,2,48,18,3,1.50,2,0.034,80.74,146.80,1.23,63.96,82.87,2.08,5.45,0,0,0,0,0,4
106,5.51,2,49,18,3,1.50,2,0.007,80.74,146.80,1.28,61.38,78.73,2.13,5.51,0,0,0,0,0,4
107,5.56,2,48,18,3,1.50,2,0.005,80.74,146.80,1.33,64.83,74.60,2.18,5.56,0,0,1,1,0,5
108,5.61,2,46,18,3,1.50,2,0.004,80.74,146.80,1.38,63.21,70.47,2.23,5.61,0,0,1,1,0,6
109,5.66,2,45,18,3,1.50,2,0.250,80.74,146.80,1.43,60.62,88.53,2.28,5.66,0,0,0,0,0,6
110,5.71,2,46,18,3,1.50,2,0.416,80.74,146.80,1.48,58.04,98.93,2.34,5.71,0,0,0,0,0,6
111,5.77,2,45,18,3,1.50,2,0.403,80.74,146.80,1.54,55.46,96.87,2.39,5.76,0,0,0,0,0,6
112,5.82,2,46,18,3,1.50,2,0.401,80.74,146.80,1.59,52.88,94.80,2.44,5.82,0,0,0,0,0,6
113,5.87,2,47,18,3,1.50,2,0.409,80.74,146.80,1.64,57.71,92.73,2.49,5.87,0,0,1,0,0,6
114,5.92,2,47,18,3,1.50,2,0.225,80.74,146.80,1.69,55.12,90.67,2.54,5.92,0,0,0,0,0,6
115,5.97,2,45,18,3,1.50,2,0.175,80.74,146.80,1.74,55.21,88.60,2.59,5.97,0,0,1,1,0,7
116,6.02,2,45,18,3,1.50,2,0.034,80.74,146.80,1.79,52.62,99.33,2.65,6.02,0,0,0,0,0,7
117,6.08,2,46,18,3,1.50,2,0.126,80.74,146.80,1.85,50.04,97.27,2.70,6.07,0,0,0,0,0,7
118,6.13,2,47,18,3,1.50,2,-0.155,80.74,146.80,1.90,47.46,93.40,2.75,6.13,0,0,0,0,0,7
119,6.18,2,48,18,3,1.50,2,-0.231,80.74,146.80,1.95,44.88,89.27,2.80,6.18,0,0,0,0,0,7
120,6.23,1,47,18,3,1.00,1,0.007,81.37,147.19,2.85,87.00,88.13,2.85,6.23,0,1,0,0,0,7
121,6.28,1,47,18,3,1.00,1,0.001,81.37,147.19,2.90,84.42,84.00,2.90,6.28,0,0,0,0,0,7
122,6.33,1,47,18,3,1.00,1,0.000,81.37,147.19,2.96,81.83,79.87,2.96,6.33,0,0,0,0,0,7
123,6.39,1,49,18,3,1.00,1,0.000,81.37,147.19,3.01,79.25,75.73,3.01,6.38,0,0,0,0,0,7
124,6.44,1,50,18,3,1.00,1,0.000,81.37,147.19,3.06,76.67,71.60,3.06,6.44,0,0,0,0,0,7
125,6.49,1,47,18,3,1.00,1,0.000,81.37,147.19,3.11,74.08,67.47,3.11,6.49,0,0,0,0,0,7
126,6.54,1,48,18,3,1.00,1,0.000,81.37,147.19,3.16,71.50,63.33,3.16,6.54,0,0,0,0,0,7
127,6.59,1,47,18,3,1.00,1,0.000,81.37,147.19,3.21,68.92,59.20,3.21,6.59,0,0,0,0,0,7
128,6.64,1,48,18,3,1.00,1,0.000,81.37,147.19,3.27,66.33,55.07,3.27,6.64,0,0,0,0,0,7
129,6.70,1,49,18,3,1.00,1,0.000,81.37,147.19,3.32,63.75,50.93,3.32,6.69,0,0,0,0,0,7
130,6.75,1,51,18,3,1.00,1,0.000,81.37,147.19,3.37,61.17,46.80,3.37,6.75,0,0,0,0,0,7
131,6.80,1,51,18,3,1.00,1,0.000,81.37,147.19,3.42,58.58,42.67,3.42,6.80,0,0,0,0,0,7
132,6.85,1,50,18,3,1.00,1,0.000,81.37,147.19,3.47,56.00,38.53,3.47,6.85,0,0,0,0,0,7
133,6.90,1,48,18,3,1.00,1,0.013,81.37,147.19,3.52,99.25,34.40,3.52,6.90,0,0,1,1,0,8
134,6.95,1,49,18,3,1.00,1,0.003,81.37,147.19,3.58,96.67,30.27,3.58,6.95,0,0,0,0,0,8
135,7.01,1,50,18,3,1.00,1,0.001,81.37,147.19,3.63,94.08,26.13,3.63,7.00,0,0,0,0,0,8
136,7.06,1,51,18,3,1.00,1,0.000,81.37,147.19,3.68,91.50,22.00,3.68,7.06,0,0,0,0,0,8
137,7.11,1,52,18,3,1.00,1,0.000,81.37,147.19,3.73,88.92,17.87,3.73,7.11,0,0,0,0,0,8
138,7.16,1,49,18,3,1.00,1,-0.158,81.37,147.19,3.78,99.33,13.73,3.78,7.16,0,0,2,0,0,8
139,7.21,1,49,18,3,1.00,1,-0.430,81.37,147.19,3.83,96.75,9.60,3.83,7.21,0,0,0,0,0,8
140,7.26,1,51,18,3,1.00,1,-0.486,81.37,147.19,3.89,94.17,5.47,3.89,7.26,0,0,0,0,0,8
141,7.32,1,51,18,3,1.00,1,-0.497,81.37,147.19,3.94,91.58,1.33,3.94,7.31,0,0,0,0,0,8
142,7.37,0,51,18,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.37,0,1,0,0,0,0
143,7.42,0,50,18,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.42,0,0,0,0,0,0
144,7.47,0,51,18,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.47,0,0,0,0,0,0
145,7.52,0,50,18,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.52,0,0,0,0,0,0
146,7.57,0,52,18,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.57,0,0,0,0,0,0
147,7.63,0,53,18,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.62,0,0,0,0,0,0
148,7.68,0,52,18,3,0.00,0,0.000,0.00,0.00,0.00,0.00,0.00,0.00,7.68,0,0,0,0,0,0
