epoch,year,population,food,bushes,water,avg_speed,avg_vision,avg_reproduction,avg_hunger,avg_thirst,max_generation,oldest_age,oldest_bush_age,births,deaths,food_eaten,seeds_found,seeds_planted,seeds_held
1,0.05,533,5,15,3,148.77,158.97,85.04,60.83,98.00,30,0.05,0.05,513,0,12,7,0,7
2,0.10,772,4,15,3,145.68,163.53,84.98,58.37,95.67,61,0.10,0.10,239,0,1,0,0,7
3,0.16,877,1,15,3,145.06,166.37,84.11,56.20,93.50,93,0.15,0.15,105,0,3,1,0,8
4,0.21,945,0,15,3,148.13,166.30,83.67,53.80,91.46,127,0.21,0.20,68,0,1,0,0,8
